Station_ID Latitude Longitude Closer_Vertex_ID Further_Vertex_ID Segment_ID NumTotalSegments Capacity
189 50.8191 14.9352 6020 5151 0 1 4
190 50.3587 15.6259 4727 4144 0 1 4
-1 50.6609 14.0455 3303 3302 0 1 4
192 50.0811 14.5936 769 260 0 1 4
193 49.9956 17.4738 5952 1000 0 1 4
194 50.6413 16.032 5995 1898 10 17 4
-1 50.0533 12.9853 1095 1091 0 1 4
196 50.4245 16.1943 5939 5372 0 1 4
197 49.1974 14.7025 4374 4373 0 1 4
198 50.4358 13.3987 5602 5601 0 1 4
199 50.8134 14.9634 2276 2275 0 1 4
201 49.7358 16.96 7348 7347 0 1 4
203 50.573 13.9406 5048 3780 6 11 4
204 49.6861 13.3675 2536 2535 0 1 4
-1 50.0444 16.7388 2396 2395 0 1 4
206 49.6026 13.8773 2576 2575 0 1 4
207 48.9639 17.7455 7584 5580 6 10 4
208 50.4824 14.9671 1504 1503 0 1 4
209 50.7356 15.3081 3606 2449 0 1 4
210 49.6861 13.373 5806 2535 0 1 4
-1 49.5306 14.6649 5444 5443 0 1 4
212 48.7707 14.4557 7727 4214 16 24 4
-1 49.5348 14.6645 6274 4063 0 1 4
216 49.2263 18.0351 1001 4938 3 13 4
-1 50.6137 13.9588 5047 2681 0 1 4
218 50.1099 14.5749 7494 6544 0 1 4
219 48.7472 17.0223 109 3863 4 17 4
220 50.246 14.096 6722 6721 0 1 4
221 49.8399 14.829 4988 4987 0 1 4
222 50.1032 14.592 2625 487 0 1 4
225 49.7764 17.3913 7153 5449 0 1 4
-1 49.1392 14.197 4525 4524 0 1 4
-1 50.2714 14.238 5645 2400 0 1 4
-1 50.7005 14.5424 6061 2208 0 1 4
-1 49.7889 18.4126 5621 3238 0 1 4
230 49.3668 14.7235 6282 6277 0 1 4
-1 49.7289 18.016 3905 3904 0 1 4
232 50.1766 12.6852 838 837 0 1 4
233 49.7832 16.9181 6576 4237 0 1 4
-1 50.7213 15.1687 6539 3204 0 1 4
235 51.0111 14.5873 6102 5881 0 1 4
-1 50.0755 14.2952 4767 792 0 1 4
-1 49.3449 17.4683 4462 4274 0 1 4
-1 50.384 13.1456 7605 5845 0 1 4
239 49.1867 14.7882 953 293 23 47 4
-1 49.3091 15.0771 3376 3374 0 1 4
-1 49.0488 17.4674 3483 3379 0 1 4
242 49.7329 18.2817 7774 3070 0 1 4
243 50.7673 13.963 2853 2848 0 1 4
-1 50.2209 12.7988 2139 2138 0 1 4
246 50.4883 13.0974 6028 3299 12 17 4
247 50.4924 13.6734 6262 3506 0 1 4
248 49.5129 16.6275 7784 6177 24 30 4
-1 49.7889 18.4339 5542 3238 0 1 4
250 50.1515 13.9804 3234 3231 0 1 4
-1 49.5238 13.1898 4422 1788 13 20 4
-1 50.1603 13.8966 4536 1985 0 1 4
-1 50.4337 16.2025 3644 3643 0 1 4
254 49.9112 18.3453 5508 5507 0 1 4
255 50.7668 15.0437 2281 1869 0 1 4
256 49.7886 13.7199 2551 2550 0 1 4
257 50.7901 14.6006 5020 5019 0 1 4
258 50.3411 13.5594 931 5059 2 7 4
-1 49.8562 18.5395 5108 4009 0 1 4
263 49.9522 17.8704 4090 4089 0 1 4
266 49.9142 17.8939 4611 4609 0 1 4
268 49.9419 17.9334 6448 3952 0 1 4
269 49.7461 13.3858 6119 5965 0 1 4
271 49.0614 18.1085 6389 4941 17 25 4
272 50.2036 14.6956 6693 780 0 1 4
273 50.5661 13.7864 1139 899 0 1 4
274 50.2003 17.7457 3866 7758 12 27 4
-1 50.0124 15.1964 5416 4800 0 1 4
-1 49.5063 16.2896 3549 7784 4 17 4
278 50.4064 13.3755 5826 5837 4 12 4
279 50.2204 12.8041 2138 2137 0 1 4
280 49.7469 12.7777 1061 42 0 1 4
281 50.8482 14.8982 5459 5456 0 1 4
-1 50.6153 15.1107 2650 3413 0 2 4
-1 48.9603 16.5237 1405 561 0 1 4
284 48.8562 17.4419 2066 5428 2 29 4
-1 49.2126 15.8927 5759 5562 0 1 4
286 49.7429 18.2832 3047 3045 0 1 4
287 50.1391 17.7814 7758 3866 21 27 4
288 50.5361 13.1443 4391 3135 8 14 4
290 49.4238 15.6879 265 29 0 1 4
-1 49.7889 18.4141 4737 3238 0 1 4
293 49.3083 16.1142 7289 841 0 1 4
-1 49.9797 14.4758 5194 3825 0 1 4
295 49.0488 17.4671 3484 3483 0 1 4
-1 50.2009 12.7425 5859 836 0 1 4
298 49.9714 16.0165 7655 7654 0 1 4
299 49.7238 17.2945 5624 197 0 1 4
300 49.4101 13.2866 2994 4129 0 8 4
-1 49.4298 14.7004 1025 1024 0 1 4
302 49.8 14.2002 7251 1531 0 1 4
303 50.1221 16.2161 6229 3250 0 1 4
304 49.4569 12.8682 1789 906 0 1 4
306 50.4543 13.3762 5321 3127 0 1 4
-1 49.8961 14.7135 4289 690 0 1 4
308 50.1999 12.743 5864 1975 0 1 4
309 50.1757 13.7646 7122 6937 0 1 4
310 49.6553 18.2489 6365 6364 0 1 4
-1 50.1191 15.0698 6403 6402 0 1 4
312 49.742 18.2819 3070 3044 0 1 4
314 50.3844 13.5565 3794 3791 0 1 4
315 49.5537 15.9655 6177 6176 0 1 4
316 50.3855 13.5552 3787 3786 0 1 4
317 49.5344 14.6646 6668 5589 0 1 4
-1 49.8051 13.3869 5406 5005 0 1 4
321 50.0686 15.9751 6916 1862 0 1 4
322 49.9547 17.9095 6953 5536 0 1 4
-1 49.4707 17.9732 1011 1010 0 1 4
324 49.5892 17.3138 6471 5914 0 1 4
-1 50.7268 13.766 4469 1209 0 1 4
-1 50.2009 12.7455 5861 836 0 1 4
-1 49.7759 18.2718 6398 2042 0 1 4
328 49.7278 18.0146 3907 3906 0 1 4
329 50.1383 15.6362 6097 2834 0 1 4
-1 50.1941 12.2157 3144 571 0 1 4
331 50.7667 14.5395 6883 6881 0 1 4
-1 49.7337 18.6048 3727 2878 0 1 4
333 49.7606 18.6061 3769 3433 0 1 4
334 49.8402 13.8178 4357 1849 0 1 4
335 50.5029 13.6845 1154 890 0 1 4
-1 50.6426 13.8202 1109 882 0 1 4
337 49.761 18.6065 4018 3769 0 1 4
-1 49.9389 14.4333 1613 1284 7 8 4
339 49.7374 16.9583 4655 4654 0 1 4
340 50.1289 14.6233 4076 485 0 1 4
-1 49.4699 17.9733 1938 1011 0 1 4
-1 50.3553 12.4681 7463 7460 0 1 4
-1 49.5705 17.3011 5700 5695 0 1 4
344 49.0102 14.7638 4690 4688 0 1 4
345 49.8876 18.0641 5776 4486 0 1 4
346 50.396 13.4713 5076 3792 2 4 4
347 49.1856 14.8486 293 953 18 47 4
-1 49.7906 18.2717 5638 2046 0 1 4
349 50.1578 16.0639 7027 6190 0 1 4
350 49.6437 12.5346 4596 2424 0 1 4
-1 49.8289 13.7011 1400 2549 2 9 4
353 48.8374 14.4567 7728 7727 0 1 4
354 48.7048 17.0461 5523 243 9 17 4
355 49.4271 15.0209 7577 7575 0 1 4
356 50.1958 16.247 4983 4982 0 1 4
357 50.2477 14.3733 1389 1185 0 1 4
358 50.5904 13.6046 2074 2073 0 1 4
359 50.603 15.151 2356 451 0 1 4
-1 49.7177 17.9245 6084 3930 0 1 4
361 50.6079 14.5816 6188 922 0 1 4
362 48.7845 17.2468 5955 5954 14 16 4
363 49.7343 16.9604 7347 156 0 1 4
-1 50.2136 17.2013 753 752 0 1 4
365 50.221 12.3095 7613 1904 1 2 4
367 49.8387 18.4353 3295 3294 0 1 4
-1 49.2117 15.8926 5758 5561 0 1 4
369 50.2135 17.2015 4520 753 0 1 4
370 49.0749 16.5176 4593 3676 3 6 4
371 50.1364 13.3173 6727 6726 0 1 4
373 50.3861 13.1773 5913 5826 0 1 4
374 50.5214 13.9874 4492 916 5 10 4
375 49.9853 16.1155 7599 7596 0 1 4
376 49.0968 16.6018 162 161 0 1 4
378 50.8644 14.8498 6198 6195 0 1 4
379 49.4116 14.0373 4376 4375 0 1 4
380 49.8557 18.5376 4008 4007 0 1 4
-1 49.6295 13.3313 6359 6358 0 1 4
382 50.5087 14.0376 4494 4493 0 1 4
383 50.6678 13.7475 5666 5096 0 1 4
385 48.7135 16.7895 5918 240 5 6 4
386 50.4619 13.4056 1564 1563 0 1 4
387 49.7557 14.9737 7388 4745 0 1 4
390 49.396 15.1833 4429 4428 0 1 4
-1 50.7746 14.5714 3333 2291 0 1 4
392 50.4336 16.2025 5937 3644 0 1 4
393 50.4492 14.765 6443 6897 2 12 4
394 49.7794 18.4462 6669 985 0 1 4
395 50.1369 14.2447 1701 1412 0 1 4
396 50.4531 13.3736 3126 603 0 1 4
-1 49.667 18.4568 3978 3977 0 1 4
399 50.0019 14.5645 4860 1301 0 1 4
400 49.2079 14.2114 3763 3762 0 1 4
-1 49.5814 17.2568 249 173 0 1 4
403 49.4019 17.1048 1203 1201 0 1 4
406 49.7072 13.2797 1048 1047 0 1 4
407 50.0826 16.6656 5598 2395 6 11 4
408 49.5952 18.3499 2723 2720 0 1 4
409 49.8304 16.8786 3717 146 5 10 4
412 49.482 13.5858 7096 3736 0 1 4
-1 50.1685 15.0927 5223 2882 0 1 4
-1 50.1204 15.286 7507 5727 0 1 4
417 49.3904 13.2963 4966 3665 0 1 4
418 49.8557 18.5391 5107 4007 0 1 4
-1 49.1596 16.6264 1598 86 0 1 4
422 48.9929 16.5485 4180 1606 0 1 4
423 49.754 16.4745 3161 3158 0 1 4
424 50.1052 12.3657 543 541 0 1 4
425 49.85 18.136 3974 3973 0 1 4
-1 50.7747 14.2129 3552 2216 0 1 4
427 49.6617 15.1211 1733 1729 0 1 4
-1 49.323 17.2024 2200 2199 0 1 4
429 50.5661 13.7865 1142 899 0 1 4
-1 49.1479 14.1965 3541 3540 0 1 4
432 50.3838 13.5515 3793 3789 0 1 4
-1 49.6976 13.4279 7862 568 0 1 4
435 50.3635 13.6818 6934 6797 0 1 4
437 49.8217 18.3648 4963 4962 0 1 4
438 50.1359 14.8456 6685 1698 0 1 4
-1 50.1236 14.705 3857 490 0 1 4
-1 49.7889 16.4818 7749 5200 0 1 4
442 50.618 15.3257 4218 7481 3 27 4
443 49.6126 18.7281 4118 2909 1 2 4
-1 49.5062 16.5215 3551 3550 0 1 4
-1 50.3551 12.4683 7461 7459 0 1 4
446 48.8495 17.4519 3670 5428 3 15 4
448 49.9913 14.1602 4955 4829 0 1 4
449 50.2927 15.9694 6930 5139 8 15 4
450 48.9737 17.807 7585 4647 0 1 4
451 49.6497 18.2195 3938 3937 0 1 4
452 48.8682 17.1165 2632 2284 0 1 4
453 49.9008 13.962 1843 1842 0 1 4
454 49.585 17.4128 1179 1177 0 1 4
-1 50.3802 14.8946 4806 912 0 1 4
-1 50.1229 16.2147 5619 3251 0 1 4
458 49.2139 16.4089 699 698 0 1 4
459 50.3498 13.7721 7099 4073 0 1 4
-1 50.8643 14.8513 1903 1902 0 1 4
462 50.1393 12.6043 4511 3848 0 1 4
463 50.1377 14.8435 1696 1695 0 1 4
464 50.3071 15.8506 7568 7567 0 1 4
465 49.8678 13.8961 1848 1847 0 1 4
-1 49.4053 14.7163 6280 5577 0 1 4
467 49.7067 13.2311 4356 1056 0 1 4
468 49.6156 15.6985 6634 1184 4 5 4
469 49.8383 14.825 7380 7374 0 1 4
-1 49.0636 17.4115 2246 2244 0 1 4
472 50.3019 12.9408 5675 3216 1 2 4
474 49.4848 13.286 7860 4129 0 1 4
-1 49.968 15.313 2492 2491 0 1 4
476 50.5582 15.9013 4516 2033 0 1 4
477 50.1338 13.2424 6805 6156 0 1 4
478 48.9525 16.7327 1990 1989 0 1 4
480 50.3517 13.7274 2804 1544 0 1 4
481 49.7158 13.1308 7052 1057 0 1 4
483 49.3335 17.4748 5756 4461 0 1 4
-1 48.7522 16.0667 6432 3438 1 2 4
486 50.1772 13.8106 7815 7264 0 1 4
-1 49.6432 17.8742 4481 3898 0 1 4
489 49.8538 18.5327 4566 3431 0 1 4
490 49.1569 16.595 640 127 0 1 4
491 49.2077 14.2149 7250 2103 0 1 4
492 49.2206 14.7275 6285 4369 0 1 4
493 50.3073 17.4943 5650 4519 17 18 4
494 50.0443 15.0284 4695 4694 0 1 4
495 49.9491 14.0082 3829 3139 1 3 4
497 49.4251 14.5242 1825 1824 0 1 4
498 49.1802 18.062 4941 927 0 1 4
-1 50.0328 15.7516 4334 7601 0 3 4
500 50.1021 12.4836 1883 1877 0 1 4
501 49.4755 16.5786 3622 5631 2 7 4
502 49.587 17.7711 7498 4604 0 1 4
503 49.6764 12.6043 3846 1082 0 1 4
504 50.6207 15.5968 2086 2085 0 1 4
506 50.2372 12.8979 4686 4685 0 1 4
-1 50.1689 12.6734 5868 1657 0 1 4
509 48.9749 17.8067 7586 7585 0 1 4
-1 49.896 18.0286 5926 5775 0 1 4
-1 49.7512 13.5724 1397 516 0 1 4
513 50.1747 14.4515 5884 3030 0 1 4
514 49.9144 16.9112 6893 6370 0 1 4
