  numStations    runDownBat    travelDur    batteryDiff    waitingTime     bestLoss    simulationTime    numClosestStations    carConsumption    exponentialLambdaCities    endCityRatio    chargingTreshold    batteryTolerance    carVelocity
          300        215698     140.878       -0.394191       195.488   2.16001e+07              1000                     1            0.0001                      0.001          100                    0.3                0.1               1
          300        215704     129.328       -0.389368       199.224   2.16007e+07              1000                     1            0.0001                      0.01             0.1                  0.5                0.05              1
          300        215892     132.968       -0.39409        193.65    2.16195e+07              1000                     3            0.0001                      0.01             1                    0.5                0.05              1
          300        215927     106.284       -0.383706       181.636   2.1623e+07               1000                     3            0.0001                      0.1              0.01                 0.3                0                 1
          300        215930     105.07        -0.382241       183.846   2.16233e+07              1000                     3            0.0001                      0.1              0.01                 0.3                0.1               1
          300        216022     129.162       -0.392858       202.679   2.16325e+07              1000                     1            0.0001                      0.01             0.01                 0.5                0.05              1
          300        216074     128.729       -0.389887       203.07    2.16377e+07              1000                     1            0.0001                      0.01             0.1                  0.3                0                 1
          300        216263     140.853       -0.391241       192.368   2.16566e+07              1000                     1            0.0001                      0.001            0.01                 0.7                0.1               1
          300        216275     105.913       -0.382902       185.426   2.16578e+07              1000                     3            0.0001                      0.1            100                    0.7                0.1               1
          300        216287     128.588       -0.392372       187.231   2.1659e+07               1000                     3            0.0001                      0.01           100                    0.5                0.1               1
          300        216354     137.931       -0.390711       202.572   2.16657e+07              1000                     1            0.0001                      0.01             0.1                  0.7                0.1               1
          300        216402     137.062       -0.395397       202.365   2.16705e+07              1000                     1            0.0001                      0.001            0.1                  0.3                0.05              1
          300        216610     131.964       -0.389511       196.989   2.16913e+07              1000                     1            0.0001                      0.01           100                    0.3                0.1               1
          300        216669     133.158       -0.388752       189.511   2.16972e+07              1000                     3            0.0001                      0.01            10                    0.7                0.1               1
          300        216681     135.922       -0.397468       190.229   2.16984e+07              1000                     3            0.0001                      0.001            0.1                  0.3                0.1               1
          300        216739     128.192       -0.389136       187.031   2.17042e+07              1000                     3            0.0001                      0.01            10                    0.5                0                 1
          300        217031     107.126       -0.382985       182.88    2.17334e+07              1000                     3            0.0001                      0.1            100                    0.3                0                 1
          300        217137     133.188       -0.390619       196.533   2.1744e+07               1000                     1            0.0001                      0.01           100                    0.7                0                 1
          300        217178     129.135       -0.389564       204.029   2.17481e+07              1000                     1            0.0001                      0.01             0.1                  0.5                0.1               1
          300        217187     129.633       -0.39062        193.62    2.1749e+07               1000                     3            0.0001                      0.01           100                    0.3                0                 1
          300        217227     136.929       -0.388863       209.002   2.1753e+07               1000                     1            0.0001                      0.001           10                    0.7                0.05              1
          300        217303     135.859       -0.39616        189.531   2.17606e+07              1000                     3            0.0001                      0.001            0.1                  0.7                0.05              1
          300        217311     106.792       -0.384369       182.537   2.17614e+07              1000                     3            0.0001                      0.1            100                    0.3                0.1               1
          300        217335     132.544       -0.391809       198.275   2.17638e+07              1000                     1            0.0001                      0.001            0.1                  0.3                0.1               1
          300        217387     105.106       -0.38217        181.011   2.1769e+07               1000                     3            0.0001                      0.1             10                    0.5                0                 1
          300        217410     136.116       -0.389718       194.663   2.17713e+07              1000                     3            0.0001                      0.001            0.1                  0.5                0                 1
          300        217435     106.218       -0.382294       179.771   2.17738e+07              1000                     3            0.0001                      0.1            100                    0.7                0.05              1
          300        217874     131.382       -0.3893         200.534   2.18177e+07              1000                     1            0.0001                      0.01             0.1                  0.3                0.05              1
          300        218088     130.468       -0.393681       191.649   2.18391e+07              1000                     3            0.0001                      0.001            0.1                  0.5                0.05              1
          300        218121     136.618       -0.396316       200.111   2.18424e+07              1000                     1            0.0001                      0.001            0.01                 0.3                0.05              1
          300        218186     136.122       -0.393442       193.933   2.18489e+07              1000                     1            0.0001                      0.001           10                    0.5                0.1               1
          300        218218     138.246       -0.394442       202.404   2.18521e+07              1000                     1            0.0001                      0.001           10                    0.3                0                 1
          300        218355     130.56        -0.392981       198.541   2.18658e+07              1000                     1            0.0001                      0.001           10                    0.7                0                 1
          300        218414     132.478       -0.395395       188.726   2.18717e+07              1000                     3            0.0001                      0.01           100                    0.5                0.05              1
          300        218445     135.822       -0.390042       202.062   2.18748e+07              1000                     1            0.0001                      0.001            0.1                  0.3                0                 1
          300        218578     105.34        -0.382312       183.6     2.18881e+07              1000                     3            0.0001                      0.1              1                    0.7                0.05              1
          300        218642     105.178       -0.383278       182.536   2.18945e+07              1000                     3            0.0001                      0.1              0.01                 0.7                0.05              1
          300        218676     105.736       -0.382841       182.676   2.18979e+07              1000                     3            0.0001                      0.1              1                    0.3                0.1               1
          300        218994     131.757       -0.390325       188.383   2.19297e+07              1000                     3            0.0001                      0.01             1                    0.7                0.05              1
          300        219112     135.04        -0.391599       188.907   2.19415e+07              1000                     3            0.0001                      0.01             1                    0.5                0.1               1
          300        219169     130.335       -0.391288       200.648   2.19472e+07              1000                     1            0.0001                      0.001           10                    0.5                0.05              1
          300        219234     106.054       -0.383591       185.634   2.19537e+07              1000                     3            0.0001                      0.1              0.1                  0.5                0.05              1
          300        219290     134.134       -0.390881       199.545   2.19593e+07              1000                     1            0.0001                      0.01             0.1                  0.5                0                 1
          300        219321     131.376       -0.391631       181.848   2.19624e+07              1000                     3            0.0001                      0.01             1                    0.7                0                 1
          300        219432     134.334       -0.38791        199.734   2.19735e+07              1000                     1            0.0001                      0.001          100                    0.7                0.1               1
          300        219505     132.37        -0.394962       203.643   2.19808e+07              1000                     1            0.0001                      0.01             0.01                 0.7                0.1               1
          300        219507     136.935       -0.392274       202.314   2.1981e+07               1000                     1            0.0001                      0.01             0.01                 0.3                0.05              1
          300        219524     135.259       -0.391677       203.492   2.19827e+07              1000                     1            0.0001                      0.001          100                    0.7                0                 1
          300        219601     131.369       -0.390546       190.796   2.19904e+07              1000                     3            0.0001                      0.01            10                    0.5                0.05              1
          300        219631     106.149       -0.382483       181.095   2.19934e+07              1000                     3            0.0001                      0.1              1                    0.3                0                 1
          300        219848     135.078       -0.38752        188.751   2.20151e+07              1000                     3            0.0001                      0.01             1                    0.7                0.1               1
          300        220150     129.47        -0.390269       185.266   2.20453e+07              1000                     3            0.0001                      0.01            10                    0.3                0.1               1
          300        220155     135.599       -0.395118       205.55    2.20458e+07              1000                     1            0.0001                      0.001            0.1                  0.5                0                 1
          300        220561     129.581       -0.388826       203.878   2.20864e+07              1000                     1            0.0001                      0.01             0.01                 0.5                0                 1
          300        220912     141.631       -0.392144       200.786   2.21215e+07              1000                     1            0.0001                      0.001            1                    0.7                0.05              1
          300        221079     133.206       -0.395484       200.449   2.21382e+07              1000                     1            0.0001                      0.01             0.1                  0.7                0.05              1
          300        221188     133.941       -0.392595       179.954   2.21491e+07              1000                     3            0.0001                      0.01           100                    0.7                0.05              1
          300        221334     134.064       -0.388201       195.16    2.21637e+07              1000                     1            0.0001                      0.01             0.01                 0.5                0.1               1
          300        221763     133.468       -0.390396       197.594   2.22066e+07              1000                     1            0.0001                      0.01           100                    0.5                0                 1
          300        222339     130.2         -0.39042        184.794   2.22642e+07              1000                     3            0.0001                      0.01            10                    0.3                0                 1
          300        222375     131.163       -0.390081       189.503   2.22678e+07              1000                     3            0.0001                      0.001            0.1                  0.3                0                 1
          300        222566     132.719       -0.392237       194.23    2.22869e+07              1000                     3            0.0001                      0.01           100                    0.3                0.1               1
          300        222706     136.175       -0.39627        187.142   2.23009e+07              1000                     3            0.0001                      0.01             1                    0.5                0                 1
          300        223187     136.252       -0.39195        197.734   2.2349e+07               1000                     1            0.0001                      0.001            0.01                 0.7                0                 1
          300        223367     129.896       -0.389566       194.176   2.2367e+07               1000                     3            0.0001                      0.01             1                    0.3                0.1               1
          300        223637     139.643       -0.387495       200.53    2.2394e+07               1000                     1            0.0001                      0.001           10                    0.3                0.05              1
          300        270041      60.9963      -0.368435        99.945   2.70343e+07               500                     1            0.001                       0.01             1                    0.3                0                 2
          300        595987      92.4988      -0.351908       195.575   5.9629e+07               1000                     3            0.001                       0.001            0.01                 0.5                0.1               2
          300        602251      93.9896      -0.346402       189.621   6.02554e+07              1000                     5            0.001                       0.01             0.1                  0.3                0.05              2
          300        604643      91.7961      -0.348305       199.76    6.04946e+07              1000                     1            0.001                       0.01           100                    0.7                0.05              2
          300        609876      89.0581      -0.348217       208.393   6.10179e+07              1000                     1            0.001                       0.01             1                    0.3                0.05              2
          300        610068      92.0138      -0.347566       193.315   6.10371e+07              1000                     3            0.001                       0.001            0.01                 0.3                0.05              2
          300        610940      90.2663      -0.347728       200.004   6.11243e+07              1000                     1            0.001                       0.01            10                    0.3                0                 2
          300        611096      96.2656      -0.351308       210.358   6.11399e+07              1000                     1            0.001                       0.01           100                    0.7                0                 2
          300        611940      92.6769      -0.348807       194.841   6.12243e+07              1000                     5            0.001                       0.001            1                    0.7                0.1               2
          300        612126      93.2063      -0.3456         188.379   6.12429e+07              1000                     3            0.001                       0.001            0.01                 0.5                0.05              2
          300        613860      96.5486      -0.346774       189.733   6.14163e+07              1000                     3            0.001                       0.001            0.01                 0.3                0                 2
          300        613929      94.6681      -0.347749       193.633   6.14232e+07              1000                     3            0.001                       0.001            0.01                 0.5                0                 2
          300        615822      91.6228      -0.345478       201.98    6.16125e+07              1000                     1            0.001                       0.01            10                    0.7                0.05              2
          300        615976      90.2077      -0.347913       205.206   6.16279e+07              1000                     1            0.001                       0.01            10                    0.3                0.05              2
          300        616310      90.7364      -0.345757       189.542   6.16613e+07              1000                     5            0.001                       0.01             0.01                 0.5                0                 2
          300        616319      92.6114      -0.346265       187.822   6.16622e+07              1000                     5            0.001                       0.01             0.01                 0.3                0.05              2
          300        616830      94.0649      -0.348545       187.214   6.17133e+07              1000                     5            0.001                       0.01            10                    0.3                0                 2
          300        617385      92.0044      -0.351974       201.895   6.17688e+07              1000                     1            0.001                       0.01           100                    0.5                0.1               2
          300        618515      93.2399      -0.351239       192.136   6.18818e+07              1000                     3            0.001                       0.001            0.01                 0.3                0.1               2
          300        618804      90.5407      -0.349935       184.793   6.19107e+07              1000                     5            0.001                       0.01             0.01                 0.5                0.1               2
          300        618871      95.1696      -0.347296       187.641   6.19174e+07              1000                     5            0.001                       0.01             0.01                 0.7                0                 2
          300        619023      90.2346      -0.349454       206.918   6.19326e+07              1000                     1            0.001                       0.01            10                    0.7                0.1               2
          300        619172      89.8691      -0.345732       204.756   6.19475e+07              1000                     1            0.001                       0.01            10                    0.5                0                 2
          300        620428      93.3766      -0.345248       185.28    6.20731e+07              1000                     5            0.001                       0.01           100                    0.7                0.05              2
          300        620583      91.3712      -0.346239       185.976   6.20886e+07              1000                     5            0.001                       0.01            10                    0.3                0.05              2
          300        620934      94.7054      -0.346329       189.738   6.21237e+07              1000                     5            0.001                       0.01             0.01                 0.3                0                 2
          300        621095      88.412       -0.348117       187.669   6.21398e+07              1000                     5            0.001                       0.01           100                    0.7                0.1               2
          300        622516      90.6402      -0.346846       185.495   6.22819e+07              1000                     5            0.001                       0.01             0.1                  0.5                0.05              2
          300        622729      89.469       -0.350662       205.489   6.23032e+07              1000                     1            0.001                       0.01            10                    0.7                0                 2
          300        624591      90.1242      -0.345116       188.576   6.24894e+07              1000                     5            0.001                       0.01             0.01                 0.7                0.1               2
          300        624780      94.4264      -0.351244       193.479   6.25083e+07              1000                     5            0.001                       0.001            1                    0.7                0.05              2
          300        625581      88.44        -0.347589       203.154   6.25884e+07              1000                     1            0.001                       0.01            10                    0.5                0.05              2
          300        626474      94.9656      -0.347098       185.669   6.26777e+07              1000                     5            0.001                       0.001            1                    0.7                0                 2
          300        626476      91.1983      -0.34513        190.185   6.26779e+07              1000                     5            0.001                       0.01             0.01                 0.5                0.05              2
          300        626708      92.2638      -0.34654        195.403   6.27011e+07              1000                     5            0.001                       0.01           100                    0.7                0                 2
          300        626890      91.0815      -0.347966       182.376   6.27193e+07              1000                     5            0.001                       0.01             0.1                  0.3                0.1               2
          300        627811      91.3234      -0.350706       201.71    6.28114e+07              1000                     1            0.001                       0.01            10                    0.3                0.1               2
          300        630606      89.8407      -0.347937       198.506   6.30909e+07              1000                     1            0.001                       0.01           100                    0.7                0.1               2
          300        630792      90.7754      -0.348658       183.257   6.31095e+07              1000                     5            0.001                       0.01             0.01                 0.7                0.05              2
          300        631452      91.0346      -0.350627       179.982   6.31755e+07              1000                     5            0.001                       0.01           100                    0.5                0.1               2
          300        631683      92.3919      -0.345578       180.722   6.31986e+07              1000                     5            0.001                       0.01             0.01                 0.3                0.1               2
          300        634401      90.6006      -0.349317       185.685   6.34704e+07              1000                     5            0.001                       0.01             0.1                  0.3                0                 2
          300        647593     112.025       -0.341941       190.052   6.47896e+07              1000                     3            0.001                       0.001            0.01                 0.5                0.1               1
          300        654551     117.221       -0.338702       182.245   6.54854e+07              1000                     3            0.001                       0.001            0.01                 0.3                0.1               1
          300        656737     120.461       -0.341679       183.595   6.5704e+07               1000                     3            0.001                       0.001            0.01                 0.5                0.05              1
          300        656939     118.891       -0.341243       185.408   6.57242e+07              1000                     3            0.001                       0.001            0.01                 0.3                0.05              1
          300        657477     116.002       -0.341122       187.144   6.5778e+07               1000                     5            0.001                       0.01             0.1                  0.3                0                 1
          300        659546     116.132       -0.349459       185.692   6.59849e+07              1000                     5            0.001                       0.01           100                    0.5                0.1               1
          300        660489     109.668       -0.337795       203.789   6.60792e+07              1000                     1            0.001                       0.01            10                    0.5                0.1               1
          300        660718     115.12        -0.336479       186.669   6.61021e+07              1000                     5            0.001                       0.01           100                    0.7                0.05              1
          300        661827     121.075       -0.339304       186.251   6.6213e+07               1000                     5            0.001                       0.01            10                    0.3                0                 1
          300        662000     115.971       -0.34108        197.708   6.62303e+07              1000                     1            0.001                       0.01            10                    0.3                0                 1
          300        662871     117.323       -0.340246       186.189   6.63174e+07              1000                     3            0.001                       0.001            0.01                 0.3                0                 1
          300        663896     119.981       -0.347343       182.373   6.64199e+07              1000                     3            0.001                       0.001            0.01                 0.7                0.05              1
          300        664145     109.558       -0.338241       196.464   6.64448e+07              1000                     1            0.001                       0.01            10                    0.3                0.1               1
          300        666443     117.348       -0.339809       199.974   6.66746e+07              1000                     1            0.001                       0.01             1                    0.3                0                 1
          300        667560     122.07        -0.341923       184.105   6.67863e+07              1000                     5            0.001                       0.001            1                    0.7                0                 1
          300        667649     112.702       -0.340172       184.99    6.67952e+07              1000                     5            0.001                       0.01             0.01                 0.7                0.05              1
          300        667681     112.93        -0.341583       182.853   6.67984e+07              1000                     5            0.001                       0.01             0.01                 0.5                0                 1
          300        668154     116.617       -0.338585       183.724   6.68457e+07              1000                     5            0.001                       0.01             0.01                 0.3                0.1               1
          300        668381     111.03        -0.340985       201.257   6.68684e+07              1000                     1            0.001                       0.01            10                    0.7                0.05              1
          300        669423     112.8         -0.342716       179.444   6.69726e+07              1000                     5            0.001                       0.01             0.01                 0.5                0.1               1
          300        669455     113.934       -0.342672       186.539   6.69758e+07              1000                     5            0.001                       0.01             0.1                  0.5                0.05              1
          300        669670     111.524       -0.340115       179.057   6.69973e+07              1000                     5            0.001                       0.01            10                    0.3                0.05              1
          300        670424     116.25        -0.344119       189.8     6.70727e+07              1000                     5            0.001                       0.01             0.01                 0.3                0.05              1
          300        670874     112.107       -0.339823       185.461   6.71177e+07              1000                     5            0.001                       0.01             0.1                  0.3                0.05              1
          300        670933     116.128       -0.340807       179.015   6.71236e+07              1000                     5            0.001                       0.01           100                    0.7                0.1               1
          300        671558     113.836       -0.342123       182.871   6.71861e+07              1000                     5            0.001                       0.01            10                    0.3                0.1               1
          300        671587     116.368       -0.337156       184.589   6.7189e+07               1000                     5            0.001                       0.01           100                    0.7                0                 1
          300        671686     113.82        -0.342021       185.718   6.71989e+07              1000                     5            0.001                       0.01             0.01                 0.7                0                 1
          300        672404     113.931       -0.341158       197.044   6.72707e+07              1000                     1            0.001                       0.01           100                    0.7                0.05              1
          300        673001     114.928       -0.340104       198.246   6.73304e+07              1000                     1            0.001                       0.01           100                    0.7                0.1               1
          300        673849     114.793       -0.344863       195.763   6.74152e+07              1000                     1            0.001                       0.01             1                    0.3                0.05              1
          300        673894     118.152       -0.339155       189.253   6.74197e+07              1000                     3            0.001                       0.001            0.01                 0.5                0                 1
          300        674468     113.758       -0.342328       198.111   6.74771e+07              1000                     1            0.001                       0.01            10                    0.5                0.05              1
          300        674847     114.711       -0.341653       184.373   6.7515e+07               1000                     5            0.001                       0.001            1                    0.7                0.1               1
          300        675685     112.908       -0.344792       180.338   6.75988e+07              1000                     5            0.001                       0.01             0.01                 0.7                0.1               1
          300        676227     118.005       -0.338705       180.557   6.7653e+07               1000                     5            0.001                       0.01             0.01                 0.3                0                 1
          300        676398     117.377       -0.342329       200.458   6.76701e+07              1000                     1            0.001                       0.01           100                    0.7                0                 1
          300        676836     121.158       -0.341413       195.336   6.77139e+07              1000                     1            0.001                       0.01            10                    0.5                0                 1
          300        676926     114.244       -0.338044       184.505   6.77229e+07              1000                     5            0.001                       0.01             0.01                 0.5                0.05              1
          300        679981     111.201       -0.342924       186.895   6.80284e+07              1000                     5            0.001                       0.01             0.1                  0.3                0.1               1
          300        684073     117.775       -0.34209        196.096   6.84376e+07              1000                     1            0.001                       0.01            10                    0.3                0.05              1
          300        685505     115.557       -0.33627        191.103   6.85808e+07              1000                     1            0.001                       0.01            10                    0.7                0                 1
