node_id latitude longitude city_id distance_km
182 49.6885 17.0515 1 2.26042
183 49.5814 17.2583 299 1.50161
184 49.2401 16.5892 470 5.56227
185 49.2215 16.6021 470 3.31735
186 49.2221 16.6209 470 3.39661
187 49.603 17.2786 299 2.21901
188 49.9297 14.3447 32 3.53586
189 49.9294 14.3425 32 3.48676
190 50.0164 14.3434 32 6.82814
191 49.5859 17.2746 299 1.91751
192 49.7657 16.9199 310 1.24704
193 49.765 16.9195 310 1.3302
194 49.7644 16.9218 310 1.40324
195 49.5831 17.2676 299 1.70216
196 49.5833 17.2679 299 1.70091
197 49.6907 17.0518 1 2.09489
198 49.7673 16.9178 310 1.07669
199 49.9149 16.9115 309 4.54613
200 49.9144 16.9101 309 4.43813
201 49.28 16.5694 482 3.45935
202 49.5672 17.2104 299 4.18907
203 50.0982 14.4374 513 1.65659
204 50.1005 14.424 513 1.46426
205 50.079 14.3444 513 5.56786
206 48.9709 16.5262 479 1.18103
207 49.8935 16.894 309 1.96113
208 49.724 17.2931 296 0.852256
209 49.7239 17.2928 296 0.878271
210 49.7238 17.2931 296 0.871
211 50.0319 14.4931 513 8.03369
212 49.1048 16.6036 478 1.75083
213 49.1027 16.6027 478 1.52068
214 49.0599 16.6667 471 4.35468
215 49.0585 16.6666 471 4.2631
216 49.1899 16.4388 477 3.79085
217 49.7227 17.2925 296 1.00048
218 49.5511 17.2634 299 4.86142
219 49.5506 17.2635 299 4.90829
220 49.5532 17.2668 299 4.6793
221 49.5467 17.6943 307 2.9223
222 49.5029 18.7601 433 8.21311
223 49.147 16.8773 506 0.732367
224 49.1467 16.8796 506 0.803821
225 49.1787 16.8179 506 5.08858
226 49.1805 16.8109 506 5.62219
227 49.1795 16.8149 506 5.31734
228 49.1894 16.6381 470 1.97227
229 49.7778 16.9115 310 0.589251
230 49.7777 16.9125 310 0.516367
231 49.778 16.9103 310 0.682084
232 49.7775 16.9107 310 0.641158
233 49.7793 16.8987 310 1.52703
234 49.7786 16.9048 310 1.08252
235 49.6157 17.1871 299 5.20603
236 49.6141 17.1897 299 4.9583
237 49.6133 17.1885 299 4.99289
238 49.6128 17.1888 299 4.95622
239 49.6129 17.1917 299 4.77177
240 49.6148 17.191 299 4.91239
241 49.6154 17.1908 299 4.95096
242 49.552 17.7162 307 1.39898
243 49.4606 18.1388 213 0.359663
244 49.6671 17.8332 446 0.582254
245 49.6602 17.831 446 0.232583
246 49.5849 17.7993 307 6.19022
247 49.2923 17.0997 505 7.44576
248 49.2924 17.1019 505 7.60823
249 49.2726 17.0253 505 1.96088
250 49.3313 17.058 505 7.30277
251 49.3327 17.0584 505 7.44601
252 49.3299 17.0565 505 7.11471
253 49.175 16.824 506 4.48745
254 49.1739 16.8259 506 4.31244
255 49.5848 17.2405 299 1.28322
256 49.5828 17.2409 299 1.44871
257 48.799 16.6334 489 0.944381
258 48.7996 16.6322 489 0.930552
259 48.7984 16.633 489 1.02189
260 48.7534 16.8687 493 1.13973
261 48.7846 16.9263 493 4.32529
262 48.7838 16.9271 493 4.31529
263 48.7833 16.9253 493 4.17588
264 49.6074 17.2126 299 3.14742
265 49.5818 17.2567 299 1.42118
266 49.5811 17.2558 299 1.48468
267 49.5809 17.255 299 1.49146
268 49.5805 17.257 299 1.56342
269 49.5816 17.2568 299 1.44332
270 49.584 17.2413 299 1.32822
271 50.0935 14.4326 513 1.05097
272 50.1158 14.4468 513 3.6424
273 50.115 14.4446 513 3.48377
274 50.1154 14.4436 513 3.48822
275 50.1105 14.4447 513 3.05966
276 50.1102 14.4438 513 2.99862
277 49.7661 16.7045 91 3.02701
278 50.0009 14.6619 403 1.13424
279 50.0007 14.6623 403 1.12619
280 50.0811 14.593 405 9.84672
281 49.4217 15.6882 87 7.62667
282 49.4216 15.6849 0 7.41366
283 49.4218 15.6865 0 7.52379
284 49.4217 15.6873 0 7.57138
285 49.4229 15.6879 87 7.50838
286 49.4237 15.6888 87 7.40293
287 49.4535 15.6029 0 6.45436
288 49.3963 15.8871 80 10.1268
289 49.2171 16.412 477 4.22095
290 49.2163 16.4126 477 4.15462
291 49.1555 16.6 481 3.12443
292 50.0935 14.4323 513 1.03462
293 50.0931 14.4324 513 1.01515
294 50.0502 14.4801 513 5.89894
295 50.037 14.404 513 5.74458
296 49.4647 17.1244 302 1.23018
297 49.5889 17.2391 299 1.03808
298 49.5876 17.2399 299 1.07822
299 49.5722 17.2275 299 2.96822
300 50.125 14.27 416 4.90656
301 50.1259 14.2684 416 4.98843
302 50.1239 14.2673 416 4.75293
303 50.1241 14.2676 416 4.77334
304 50.1137 14.2843 416 4.02299
305 50.1133 14.2873 416 4.0804
306 49.2174 16.5858 470 3.36096
307 49.2176 16.586 470 3.3686
308 49.2293 16.5972 470 4.24431
309 49.2302 16.5964 470 4.35585
310 49.2586 16.5794 482 5.66674
311 49.5654 15.9391 79 0.274689
312 50.0927 14.4379 513 1.3219
313 50.0926 14.4363 513 1.2169
314 50.0931 14.4372 513 1.29577
315 49.1844 16.4036 477 1.1622
316 49.1845 16.4039 477 1.18558
317 49.1818 15.6334 86 13.1548
318 50.0709 14.398 513 2.48273
319 50.0717 14.3985 513 2.38562
320 50.0542 14.3097 416 4.74913
321 50.0541 14.3092 416 4.72811
322 50.0408 14.4846 513 6.8822
323 50.104 14.4811 513 4.64537
324 50.1029 14.4833 513 4.747
325 50.1066 14.4816 513 4.79741
326 50.0937 14.2978 416 3.10998
327 50.0935 14.2978 416 3.10309
328 49.7421 13.3445 3 2.45112
329 49.7299 13.3697 3 2.058
330 49.7297 13.3583 3 2.43319
331 49.7301 13.3583 3 2.39921
332 49.7068 13.2782 341 5.13199
333 49.7071 13.2788 341 5.17162
334 49.7319 13.3215 3 4.39274
335 49.732 13.321 3 4.41932
336 49.731 13.3202 3 4.51902
337 49.7308 13.3206 3 4.5046
338 49.6028 15.5773 76 0.498651
339 50.1123 14.5878 409 10.3554
340 49.1881 16.4494 477 4.52019
341 49.2753 16.2258 81 1.45932
342 49.2758 16.2259 81 1.39778
343 49.2765 16.226 81 1.31989
344 50.1095 14.5779 409 11.003
345 50.1098 14.5756 409 11.0652
346 49.7521 13.375 3 0.513466
347 49.1238 16.6033 481 0.946438
348 49.1235 16.604 481 0.926368
349 49.123 16.6028 481 1.02834
350 49.1246 16.6039 481 0.860643
351 49.1221 16.6043 481 1.02113
352 49.1192 16.6045 481 1.26912
353 49.1047 16.6038 478 1.73844
354 49.1053 16.604 478 1.81085
355 49.7482 13.3738 3 0.269309
356 50.0324 14.4212 513 6.12064
357 50.0325 14.4099 513 6.17067
358 49.0085 14.7576 254 1.12455
359 49.0084 14.7572 254 1.14748
360 49.0091 14.76 254 1.00506
361 49.0168 14.7907 254 1.99554
362 49.0138 14.785 254 1.46714
363 49.0123 14.7886 254 1.54854
364 50.0946 14.5943 405 9.98395
365 50.101 14.593 405 10.2589
366 50.1485 15.7327 65 8.86298
367 50.1497 15.7386 65 9.16388
368 50.2319 15.7914 71 3.88
369 50.2113 15.8476 71 1.08097
370 50.2114 15.8475 71 1.07913
371 50.2114 15.848 71 1.11152
372 49.1293 16.6035 481 0.740905
373 49.1633 16.5972 470 3.37396
374 49.1635 16.5989 470 3.31744
375 49.1646 16.5988 470 3.20353
376 49.1634 16.597 470 3.37213
377 49.1637 16.5992 470 3.29886
378 49.1382 16.6035 481 1.27725
379 49.1387 16.6036 481 1.313
380 49.0146 14.7852 254 1.54674
381 49.178 16.8205 506 4.88559
382 49.18 16.8146 506 5.36888
383 50.091 14.534 513 8.05355
384 50.0922 14.5335 513 8.02634
385 50.0916 14.5342 513 8.07195
386 50.0919 14.5331 513 7.99519
387 50.0928 14.532 513 7.92505
388 50.0942 14.5309 513 7.85829
389 50.0927 14.5307 513 7.83249
390 50.0912 14.5337 513 8.03033
391 50.0725 14.5378 513 8.48085
392 49.0133 14.7565 254 1.50599
393 49.0135 14.7562 254 1.53585
394 49.0107 14.7604 254 1.09533
395 49.2603 16.5777 482 5.43625
396 49.2628 16.5751 482 5.11126
397 49.26 16.578 482 5.48069
398 49.173 14.6791 283 2.11049
399 49.1776 14.6793 283 1.76396
400 49.1757 14.6768 283 2.0343
401 49.1754 14.6784 283 1.96839
402 49.3867 14.6921 286 0.571273
403 49.3872 14.6921 286 0.582852
404 49.388 14.6913 286 0.571794
405 49.3876 14.6915 286 0.559603
406 49.9897 14.3988 32 6.7468
407 50.206 14.6935 409 2.60892
408 50.205 14.694 409 2.57098
409 50.1692 14.6732 409 2.52257
410 50.1693 14.6717 409 2.48273
411 49.189 16.653 470 3.04952
412 49.195 16.6464 470 2.56606
413 49.2058 16.6418 470 2.6776
414 49.4449 17.1131 302 3.02656
415 49.4424 17.1124 302 3.30906
416 50.1278 14.4867 513 6.47587
417 50.1274 14.4865 513 6.4367
418 50.0999 14.4375 513 1.80374
419 50.1143 14.4471 513 3.50459
420 50.1139 14.4497 513 3.57186
421 50.1756 14.4517 408 2.84875
422 50.1764 14.4556 408 3.12567
423 50.1762 14.4548 408 3.06836
424 50.1762 14.4547 408 3.06251
425 50.1757 14.4551 408 3.08847
426 50.1763 14.4544 408 3.04109
427 50.1767 14.4522 408 2.88946
428 50.1737 14.4516 408 2.8506
429 50.1745 14.4526 408 2.91701
430 50.1097 14.4424 513 2.89558
431 50.1101 14.4423 513 2.93272
432 50.1274 14.4843 513 6.32216
433 50.1277 14.4853 513 6.39005
434 50.1289 14.4863 513 6.53616
435 50.1275 14.4871 513 6.47319
436 50.1046 14.4823 513 4.75463
437 50.0522 14.4434 513 4.22544
438 50.1092 14.4387 513 2.72058
439 49.2333 16.5928 470 4.75694
440 49.2316 16.594 470 4.55584
441 49.6639 14.6356 359 2.61587
442 49.6628 14.6341 359 2.51149
443 49.912 14.7108 364 4.606
444 49.9121 14.711 364 4.61847
445 49.9118 14.7185 364 4.89476
446 49.911 14.71 364 4.48195
447 49.9108 14.7092 364 4.4314
448 50.0419 14.4654 513 5.96951
449 50.04 14.4683 513 6.25674
450 50.0398 14.4679 513 6.25485
451 50.0395 14.4673 513 6.26166
452 50.038 14.4647 513 6.31897
453 50.0396 14.4697 513 6.34881
454 50.0412 14.4707 513 6.23974
455 49.1932 16.5698 470 3.01857
456 49.1984 16.5677 470 3.24388
457 49.1962 16.5677 470 3.19804
458 49.1947 16.5689 470 3.09384
459 49.1944 16.5692 470 3.07415
460 49.2637 16.3003 81 5.97848
461 49.2655 16.2962 81 5.61579
462 49.2666 16.2957 81 5.5357
463 49.5526 17.7149 307 1.51087
464 49.5307 17.6068 305 1.54519
465 49.531 17.6066 305 1.537
466 49.532 17.6107 305 1.84925
467 49.533 17.6092 305 1.78361
468 49.5655 17.2054 299 4.58144
469 49.2119 16.5668 470 3.90556
470 49.1372 16.6363 481 1.88875
471 49.1355 16.6347 481 1.69641
472 49.0674 17.3868 29 3.92875
473 50.1251 14.2685 416 4.89248
474 50.1262 14.2666 416 5.00352
475 50.1248 14.2709 416 4.89326
476 50.1248 14.2704 416 4.88961
477 50.1248 14.2702 416 4.88335
478 50.1245 14.27 416 4.85221
479 50.3406 14.4913 390 1.73402
480 50.3616 14.469 390 1.13863
481 50.3616 14.4692 390 1.12808
482 50.3618 14.4693 390 1.1497
483 50.1753 14.4536 408 2.98538
484 50.763 15.397 147 2.627
485 50.763 15.3964 147 2.66793
486 50.603 15.1518 144 1.78328
487 50.6029 15.1519 144 1.7686
488 50.603 15.1522 144 1.77498
489 50.0122 14.3935 32 8.11039
490 50.0121 14.394 32 8.12796
491 49.7547 13.375 3 0.796156
492 49.866 13.8935 369 3.36542
493 50.0487 14.2739 411 3.46919
494 50.0611 14.5031 513 6.53355
495 50.0597 14.4909 513 5.85033
496 50.0614 14.4945 513 5.97755
497 50.0613 14.4938 513 5.93698
498 50.0595 14.4907 513 5.8497
499 50.06 14.493 513 5.96519
500 50.0602 14.4931 513 5.96211
501 49.8398 13.8136 346 3.73367
502 49.8396 13.8154 346 3.85157
503 49.76 13.369 3 1.49313
504 49.7752 13.3793 3 3.05675
505 49.752 13.3752 3 0.506129
506 49.755 13.3759 3 0.818707
507 49.7542 13.376 3 0.727117
508 49.7492 13.3745 3 0.271581
509 49.7503 13.3764 3 0.29904
510 49.7299 13.37 3 2.05201
511 49.7483 13.3742 3 0.246689
512 49.7381 13.5073 330 5.09067
513 49.7381 13.5169 330 5.44852
514 50.1102 14.5837 409 10.7145
515 50.1108 14.5884 409 10.4774
516 50.1276 14.6229 409 7.68109
517 50.1272 14.6246 409 7.67943
518 50.1286 14.6257 409 7.5033
519 50.1287 14.6254 409 7.50642
520 50.1289 14.6234 409 7.5353
521 50.1105 14.588 409 10.5175
522 50.1032 14.5904 405 10.5117
523 50.1031 14.59 405 10.5357
524 50.0992 14.5936 405 10.165
525 50.1236 14.7043 404 5.26734
526 50.0521 14.2971 416 4.27548
527 50.0531 14.3087 416 4.76977
528 50.053 14.3084 416 4.76171
529 50.0724 14.3983 513 2.34841
530 50.0652 14.4003 513 2.89026
531 50.0402 14.4057 513 5.37146
532 50.04 14.4063 513 5.3884
533 50.0421 14.406 513 5.16562
534 49.7754 13.3674 3 3.1588
535 49.7462 13.3868 3 0.68738
536 49.7461 13.3861 3 0.646763
537 49.7456 13.3861 3 0.664273
538 49.746 13.3861 3 0.6449
539 49.7426 13.3861 3 0.836773
540 50.0623 14.4305 513 2.8746
541 50.0608 14.4316 513 3.05059
542 50.0404 14.4696 513 6.27114
543 50.0488 14.4749 513 5.75356
544 50.1014 14.2951 416 3.42048
545 50.0393 14.4686 513 6.33735
546 50.117 14.4686 513 4.71086
547 49.1878 16.5706 470 3.00032
548 49.1893 16.5694 470 3.06666
549 48.9254 14.4458 239 5.87141
550 48.9252 14.4447 239 5.91371
551 49.7511 13.5766 348 1.5701
552 49.7512 13.5754 348 1.6524
553 49.7535 13.5862 348 1.31672
554 49.7534 13.587 348 1.28378
555 50.1333 15.0984 399 1.82805
556 49.788 13.3303 339 5.59431
557 50.0488 14.2676 411 3.09127
558 50.0479 14.2708 411 3.23192
559 50.049 14.2759 411 3.61084
560 49.9758 14.1071 371 2.74128
561 49.9762 14.1062 371 2.70873
562 50.1938 12.2166 226 3.64183
563 50.0969 12.3652 225 1.98756
564 50.0863 12.4201 225 3.6319
565 50.0875 12.4255 225 4.03348
566 50.1782 12.6829 232 3.07465
567 50.1763 12.6801 232 2.91202
568 50.2317 12.8618 231 0.59541
569 50.2315 12.8589 231 0.797423
570 50.2194 12.8099 231 4.45105
571 50.2214 12.8067 238 4.55862
572 50.0987 12.3174 224 3.46394
573 50.099 12.3205 224 3.28911
574 50.0984 12.3228 224 3.24777
575 50.0982 12.3179 224 3.47608
576 50.0979 12.3209 224 3.37665
577 50.0975 12.3208 224 3.40936
578 50.1059 12.3686 224 2.3142
579 50.1052 12.3663 224 2.28122
580 50.0983 12.3726 225 2.11362
581 50.1032 12.3657 224 2.44326
582 50.1003 12.366 225 2.35217
583 50.0893 12.2718 11 3.56902
584 50.0893 12.2716 11 3.55311
585 50.089 12.2692 11 3.39892
586 50.0873 12.4292 225 4.29082
587 50.2326 12.8657 231 0.379313
588 50.2323 12.8667 231 0.295866
589 50.0975 12.3674 225 2.02641
590 50.0978 12.3677 225 2.06348
591 50.0871 12.4494 225 5.70362
592 50.0881 12.4489 225 5.68516
593 50.2192 12.8103 231 4.42902
594 50.2194 12.8103 231 4.42398
595 50.22 12.8109 231 4.36333
596 50.2296 12.8278 231 3.00212
597 50.3448 14.4964 390 1.72988
598 48.9702 16.5249 479 1.25896
599 48.9603 16.5205 479 2.37076
600 50.2345 12.8688 231 0.435638
601 50.2385 12.8828 231 1.26536
602 50.2411 12.8869 231 1.67546
603 49.7076 13.2324 341 1.89567
604 49.7062 13.2237 341 1.39803
605 49.698 13.4287 330 3.22878
606 49.6976 13.4287 330 3.22423
607 50.1939 12.2162 226 3.6191
608 50.194 12.2163 226 3.61379
609 50.1941 12.216 226 3.59508
610 50.194 12.2159 226 3.60127
611 50.0873 12.4501 225 5.7626
612 49.5474 17.5676 305 2.60333
613 50.1432 13.4907 176 11.1125
614 50.2401 12.8845 231 1.47272
615 50.2384 12.8824 231 1.23438
616 50.1048 14.0826 373 4.14546
617 50.1616 13.8934 426 1.05207
618 50.1608 13.8947 426 0.937627
619 50.104 14.0791 373 4.3143
620 50.1038 14.0785 373 4.34167
621 50.1041 14.0775 373 4.41708
622 49.5508 15.955 79 1.76477
623 49.551 15.9551 79 1.75474
624 49.5511 15.9548 79 1.73076
625 49.1779 16.5627 470 3.88181
626 49.1763 16.5631 470 3.93114
627 49.1782 16.5625 470 3.87844
628 49.172 16.5587 470 4.43772
629 49.1733 16.5638 470 4.04417
630 49.1768 16.5643 470 3.82421
631 49.1775 16.5637 470 3.83328
632 49.176 16.5632 470 3.93803
633 49.1766 16.5643 470 3.83409
634 48.9689 14.4672 239 0.831896
635 48.9698 14.4661 239 0.810093
636 48.9706 14.4668 239 0.711652
637 48.9922 14.4569 239 2.32134
638 48.9918 14.457 239 2.28212
639 48.9926 14.4586 239 2.29529
640 50.2396 12.8865 231 1.54116
641 50.4531 13.3704 180 3.45982
642 50.4579 13.3944 180 1.68794
643 50.4577 13.3949 180 1.65462
644 50.486 13.4415 179 1.62369
645 50.4828 13.4336 179 2.15795
646 50.4823 13.4322 179 2.25495
647 50.486 13.4421 179 1.61482
648 50.5269 13.6243 172 2.76029
649 49.4485 15.6106 0 6.0088
650 49.4884 15.5072 0 11.8962
651 49.4877 15.5083 0 11.7831
652 49.4889 15.509 0 11.8846
653 49.4875 15.5155 0 11.5138
654 49.489 15.5137 0 11.7273
655 49.4897 15.5053 111 12.071
656 49.5257 15.3542 111 1.83324
657 49.5271 15.352 111 1.71481
658 49.5249 15.3502 111 1.98088
659 49.5251 15.3495 111 1.98271
660 49.8753 12.7375 356 0.769576
661 49.7384 13.3366 3 3.1189
662 49.2118 16.5736 470 3.49999
663 49.2111 16.5727 470 3.50187
664 49.59 17.2875 299 2.65553
665 49.5897 17.2878 299 2.6851
666 50.4262 15.3479 127 1.23804
667 49.4842 17.1332 302 2.04897
668 49.4825 17.1275 302 1.62024
669 49.8904 16.8944 309 1.79808
670 49.8945 16.8994 309 2.33654
671 49.8939 16.8979 309 2.21192
672 49.8945 16.8967 309 2.18049
673 49.1592 16.6267 481 3.49979
674 49.1565 16.6307 481 3.31237
675 49.1564 16.6301 481 3.28802
676 49.1597 16.6 481 3.57284
677 49.1626 16.599 470 3.41289
678 49.1597 16.6025 481 3.51738
679 49.161 16.5996 470 3.57718
680 49.1602 16.5997 481 3.62547
681 49.1603 16.595 470 3.7448
682 49.1605 16.594 470 3.75262
683 49.1691 16.5361 470 6.04433
684 49.1661 16.55 470 5.32256
685 49.1686 16.549 470 5.23538
686 49.1688 16.5491 470 5.22634
687 49.1684 16.5407 470 5.77717
688 49.1899 16.4461 477 4.31409
689 49.1902 16.4474 477 4.40901
690 49.1904 16.4415 477 3.99799
691 49.7084 13.4389 330 2.75438
692 50.4563 13.3744 180 3.11003
693 50.4554 13.3744 180 3.12796
694 50.4562 13.3747 180 3.09269
695 49.59 17.2888 299 2.74921
696 49.5897 17.2879 299 2.69226
697 49.5888 17.3455 297 1.58613
698 49.5878 17.3413 297 1.9054
699 49.1887 16.5677 470 3.19822
700 49.1883 16.5699 470 3.04066
701 49.1888 16.5679 470 3.17823
702 49.1837 16.6046 470 1.06787
703 49.1836 16.6045 470 1.08116
704 49.1897 16.4444 477 4.18551
705 49.2329 16.5858 470 4.88462
706 49.2223 16.6019 470 3.40963
707 49.747 13.4284 3 3.65925
708 49.7468 13.4284 3 3.65903
709 49.7544 13.3751 3 0.756424
710 49.7566 13.3736 3 1.02097
711 49.7464 13.3852 3 0.572369
712 49.7464 13.3857 3 0.6067
713 49.7458 13.3857 3 0.628294
714 49.1733 16.514 470 7.38155
715 49.1747 16.5095 470 7.65143
716 49.1747 16.509 470 7.68782
717 49.1723 16.5163 470 7.25475
718 50.1737 12.679 232 2.90849
719 50.1763 12.6827 232 3.09729
720 49.5757 15.2681 111 7.53766
721 49.5789 15.2654 111 7.88708
722 49.5776 15.2647 111 7.85714
723 49.5772 15.2656 111 7.78012
724 49.5759 15.2676 111 7.57957
725 50.0571 14.2768 416 3.00823
726 50.0453 14.2709 411 3.10536
727 50.0459 14.2715 411 3.17597
728 49.6014 15.1899 106 10.0662
729 49.6025 15.1843 106 10.1621
730 49.5689 15.2809 111 6.36488
731 49.568 15.2825 111 6.21355
732 49.5671 15.2847 111 6.02675
733 49.5663 15.2871 111 5.82937
734 49.525 15.3493 111 1.99121
735 49.8521 13.8657 369 3.19067
736 49.8542 13.8709 369 3.0293
737 49.8961 14.7137 364 3.39477
738 49.8966 14.7143 364 3.465
739 49.2142 16.411 477 3.89337
740 49.2133 16.414 477 3.91214
741 49.214 16.4135 477 3.95946
742 49.2155 16.4114 477 4.03852
