node_id latitude longitude city_id distance_km
2214 49.8275 18.2803 461 0.837848
2215 49.8257 18.2802 461 1.03616
2216 49.6724 18.3332 435 1.83345
2217 49.6718 18.3333 435 1.8814
2218 49.6676 18.3483 435 2.00906
2219 48.8495 17.7596 39 7.01174
2220 49.2016 17.5526 18 1.48525
2221 49.3262 18.0022 211 1.48244
2222 49.3265 18.0016 211 1.44446
2223 49.3252 18.0013 211 1.58197
2224 50.5883 13.6022 173 1.53773
2225 50.5881 13.6028 173 1.54782
2226 50.5904 13.6057 173 1.2342
2227 50.5898 13.6046 173 1.31519
2228 50.5895 13.6049 173 1.3488
2229 49.31 17.3779 197 1.69476
2230 49.3099 17.3765 197 1.74636
2231 49.3142 17.4091 197 2.10835
2232 49.314 17.4075 197 2.0308
2233 49.3134 17.4092 197 2.0435
2234 49.335 17.9875 211 0.769726
2235 49.335 17.9872 211 0.787793
2236 49.3347 17.9866 211 0.841353
2237 50.6208 15.5964 131 1.16946
2238 50.6207 15.5964 131 1.17805
2239 50.6207 15.5968 131 1.15059
2240 50.6208 15.5967 131 1.14681
2241 49.4382 18.2676 213 9.29537
2242 50.5163 14.9883 393 1.69193
2243 50.073 14.5376 513 8.45982
2244 50.0727 14.5376 513 8.46116
2245 50.0717 14.5373 513 8.46312
2246 49.3262 18.0016 211 1.478
2247 49.3261 18.0022 211 1.49953
2248 49.3262 18.0016 211 1.47323
2249 49.3338 17.9869 211 0.8834
2250 49.3341 17.9861 211 0.909596
2251 49.4186 16.5857 464 3.16715
2252 49.4191 16.5854 464 3.20561
2253 48.8562 16.0545 509 0.41545
2254 48.8558 16.0544 509 0.403771
2255 49.004 14.4524 239 3.6275
2256 49.0144 14.4376 245 4.21031
2257 49.2075 14.2149 267 0.832646
2258 49.2077 14.2145 267 0.860148
2259 49.3086 14.1383 266 0.685893
2260 49.3098 14.1382 266 0.701824
2261 49.3172 14.1299 266 1.58769
2262 49.319 14.1296 266 1.72244
2263 49.3291 14.1072 266 3.69498
2264 49.3296 14.1029 266 3.97814
2265 49.3446 14.0595 266 7.52159
2266 50.6254 13.8687 165 3.55382
2267 50.6252 13.8691 165 3.58809
2268 50.6211 13.8738 165 4.1034
2269 49.797 14.1956 423 2.5066
2270 49.838 14.2458 413 3.34472
2271 49.8394 14.2448 413 3.21915
2272 49.8409 14.2471 413 3.00124
2273 49.8388 14.2467 413 3.23449
2274 49.8683 14.2687 413 0.594025
2275 49.8663 14.2694 413 0.606896
2276 49.8687 14.2687 413 0.613058
2277 49.869 14.2688 413 0.630097
2278 49.8687 14.2689 413 0.621721
2279 49.8698 14.2698 413 0.735626
2280 49.8711 14.271 413 0.883806
2281 49.8707 14.2712 413 0.875135
2282 49.8714 14.2714 413 0.929183
2283 49.8712 14.271 413 0.896144
2284 49.8728 14.2702 413 0.973002
2285 49.7759 13.3469 3 3.8233
2286 49.7097 14.0936 420 6.36636
2287 49.7971 18.2345 461 5.40818
2288 49.7966 18.2353 461 5.41732
2289 50.0239 14.3944 513 7.32125
2290 50.0239 14.394 513 7.33131
2291 49.5475 14.6645 418 9.90827
2292 49.5458 14.664 418 9.92831
2293 50.2204 12.8055 238 4.53211
2294 50.2209 12.8041 238 4.41539
2295 50.22 12.7988 238 4.1311
2296 50.2412 12.8868 231 1.68285
2297 50.2411 12.8858 231 1.62524
2298 49.9577 14.0687 371 0.776985
2299 49.9553 14.0587 371 1.42566
2300 50.6754 14.5419 156 1.2765
2301 49.01 14.543 242 1.83035
2302 49.0097 14.5224 242 2.25281
2303 49.0071 14.5115 242 2.63061
2304 48.7837 16.9247 493 4.16747
2305 48.7822 16.9231 493 3.9734
2306 48.7833 16.9238 493 4.09149
2307 48.7825 16.9192 493 3.78264
2308 48.782 16.9231 493 3.96625
2309 48.7835 16.9254 493 4.20121
2310 49.1355 15.0142 263 1.25647
2311 49.1344 15.0107 263 1.23041
2312 49.1356 15.0162 263 1.3465
2313 49.1358 15.0124 263 1.15531
2314 49.1369 15.012 263 1.0396
2315 49.137 15.0114 263 1.00657
2316 49.1361 15.0145 263 1.21907
2317 49.1355 15.0139 263 1.24669
2318 49.1348 15.0142 263 1.32005
2319 49.1347 15.0134 263 1.30043
2320 49.1338 15.0116 263 1.31829
2321 49.1345 15.0094 263 1.17588
2322 49.1369 15.0122 263 1.04612
2323 49.1373 15.0104 263 0.932089
2324 49.0103 14.7652 254 0.834762
2325 49.01 14.7615 254 0.987894
2326 50.0032 14.3952 32 7.47419
2327 50.0433 15.7439 64 2.56996
2328 50.049 15.7426 64 2.85419
2329 50.0482 15.7432 64 2.78111
2330 50.0501 15.7433 64 2.85939
2331 50.0344 15.7486 64 2.23014
2332 50.0368 15.7469 64 2.31099
2333 50.035 15.7468 64 2.34134
2334 50.0336 15.7491 64 2.21274
2335 50.2019 15.8419 71 1.04347
2336 50.202 15.8424 71 1.05388
2337 50.2111 15.8477 71 1.08476
2338 50.2028 15.8213 71 1.08126
2339 50.2029 15.822 71 1.03743
2340 50.2029 15.8225 71 1.00894
2341 50.2031 15.822 71 1.02676
2342 50.2037 15.8209 71 1.04136
2343 50.2027 15.8231 71 1.00092
2344 50.2022 15.8415 71 0.997694
2345 50.2043 15.8487 71 1.26129
2346 50.2037 15.8464 71 1.1488
2347 50.2039 15.8473 71 1.195
2348 50.2044 15.8473 71 1.16455
2349 50.2054 15.8479 71 1.15761
2350 50.205 15.8466 71 1.09613
2351 50.2044 15.8471 71 1.15142
2352 50.205 15.8459 71 1.05002
2353 50.2047 15.8454 71 1.03504
2354 51.0159 14.5776 187 2.3831
2355 51.0209 14.5647 187 2.87742
2356 50.1084 14.5701 513 10.8723
2357 50.108 14.5736 513 11.1066
2358 50.779 14.2171 188 0.416246
2359 50.7792 14.2171 188 0.394099
2360 50.7818 14.2145 188 0.065776
2361 50.782 14.2144 188 0.0509426
2362 49.3232 17.1996 306 8.09033
2363 49.323 17.1979 306 8.21767
2364 49.3231 17.2024 306 7.91519
2365 49.3212 17.1949 306 8.49103
2366 49.3211 17.1988 306 8.24384
2367 49.3231 17.2031 306 7.86265
2368 49.0147 14.4385 245 4.18898
2369 49.0138 14.4395 245 4.29266
2370 50.676 14.5418 156 1.21861
2371 50.702 14.5428 156 1.76731
2372 50.7005 14.5424 156 1.59474
2373 50.7005 14.5425 156 1.59599
2374 51.0432 14.5154 181 6.2287
2375 50.1033 12.4878 235 3.50778
2376 50.1032 12.4868 235 3.57992
2377 50.7723 14.2041 188 1.34825
2378 50.7717 14.2033 188 1.43394
2379 50.7711 14.2046 188 1.44242
2380 50.772 14.2049 188 1.3506
2381 50.7747 14.2127 188 0.866295
2382 50.7748 14.2098 188 0.917987
2383 50.7737 14.209 188 1.04729
2384 50.7746 14.2131 188 0.87542
2385 50.7745 14.2137 188 0.881206
2386 50.6804 14.007 163 3.13046
2387 50.68 14.0072 163 3.08798
2388 50.2394 12.8918 231 1.83127
2389 50.2386 12.8878 231 1.54515
2390 49.4655 18.158 213 1.31988
2391 49.7556 18.097 462 4.17835
2392 49.7545 18.0974 462 4.27533
2393 49.8055 18.2135 461 5.90711
2394 48.9926 14.4587 239 2.28556
2395 48.9931 14.4566 239 2.4141
2396 48.992 14.4563 239 2.32728
2397 48.9916 14.4562 239 2.29389
2398 50.7555 15.0529 149 1.69005
2399 50.4096 14.9424 394 2.79205
2400 49.1759 16.641 470 2.82198
2401 49.1755 16.6401 470 2.79886
2402 50.5065 13.6662 172 2.1584
2403 50.5071 13.6652 172 2.10276
2404 50.3201 12.951 228 1.7612
2405 50.3216 12.9522 228 1.95455
2406 50.3133 12.9388 228 0.790052
2407 50.314 12.9407 228 0.872071
2408 49.0655 17.4116 29 2.30713
2409 49.0646 17.4126 29 2.29984
2410 49.0636 17.4134 29 2.31042
2411 49.0646 17.4111 29 2.38994
2412 49.0638 17.4115 29 2.41288
2413 49.064 17.4101 29 2.48633
2414 50.0859 14.4372 513 1.1505
2415 49.2366 16.5899 470 5.17061
2416 49.236 16.5904 470 5.09314
2417 49.0557 13.7854 273 0.885938
2418 50.3551 12.4677 30 0.331889
2419 50.349 12.4166 30 3.77858
2420 50.4103 14.9359 394 2.32754
2421 50.41 14.936 394 2.33865
2422 50.4098 14.9347 394 2.24916
2423 50.0939 14.4379 513 1.38737
2424 50.092 14.4376 513 1.26882
2425 50.0872 14.4374 513 1.15316
2426 50.0377 14.4588 513 6.14338
2427 50.0375 14.4619 513 6.26774
2428 50.9324 14.5585 184 2.1571
2429 50.9324 14.5588 184 2.15749
2430 50.9329 14.5587 184 2.10129
2431 50.9329 14.5584 184 2.10439
2432 49.2602 13.9143 279 0.862688
2433 49.2603 13.914 279 0.841171
2434 49.2599 13.9139 279 0.83805
2435 49.2599 13.914 279 0.851588
2436 49.2542 13.9146 279 1.18278
2437 49.2541 13.9146 279 1.18703
2438 49.2539 13.9147 279 1.20812
2439 49.254 13.915 279 1.21756
2440 49.254 13.915 279 1.21451
2441 50.8134 14.9634 152 0.565925
2442 50.8127 14.9634 152 0.625121
2443 50.8124 14.9646 152 0.607027
2444 50.8148 14.9646 152 0.396768
2445 50.8152 14.9644 152 0.374812
2446 50.769 15.0406 149 1.25692
2447 50.7664 15.0437 149 1.12038
2448 50.8024 14.8796 8 6.08675
2449 48.8743 17.2412 28 4.28436
2450 48.874 17.2411 28 4.2864
2451 48.8682 17.1169 521 1.39627
2452 48.8694 17.1199 521 1.46473
2453 49.3546 14.0547 269 8.38042
2454 49.3494 14.0518 266 8.27715
2455 49.3488 14.0521 266 8.22895
2456 49.3491 14.0493 266 8.41705
2457 49.3489 14.0492 266 8.40741
2458 50.7746 14.5681 158 2.06328
2459 50.7742 14.5689 158 2.04864
2460 49.324 18.0025 211 1.73045
2461 49.3241 18.0024 211 1.71304
2462 50.049 14.2687 411 3.16622
2463 50.0397 14.4065 513 5.41294
2464 50.0386 14.4672 513 6.34748
2465 50.0405 14.4701 513 6.28156
2466 50.0397 14.4692 513 6.31474
2467 50.9412 14.5776 184 1.86524
2468 50.942 14.5788 184 1.88018
2469 50.0382 14.4078 513 5.55599
2470 50.7562 15.0534 149 1.5991
2471 48.8347 16.8661 486 2.49968
2472 48.8322 16.8667 486 2.66598
2473 48.8314 16.8668 486 2.72737
2474 48.8317 16.8673 486 2.67449
2475 48.8318 16.8674 486 2.66366
2476 48.8322 16.8668 486 2.65411
2477 48.8327 16.8684 486 2.53999
2478 48.8321 16.8679 486 2.60515
2479 48.833 16.8693 486 2.46735
2480 48.8328 16.8704 486 2.42899
2481 48.8327 16.8686 486 2.53019
2482 48.8334 16.8698 486 2.41342
2483 48.83 16.8715 486 2.62824
2484 48.8329 16.8705 486 2.41524
2485 48.8334 16.8699 486 2.40317
2486 48.8338 16.8705 486 2.34164
2487 49.871 14.2697 413 0.808819
2488 50.4308 14.9305 395 0.905641
2489 50.4324 14.9245 395 0.84272
2490 50.4307 14.9309 395 0.926469
2491 50.4279 14.9384 395 1.3502
2492 50.4277 14.9391 395 1.39401
2493 50.4274 14.9401 395 1.4551
2494 49.3395 14.0719 266 6.45933
2495 49.2986 14.1439 266 1.1849
2496 49.2951 14.1607 266 1.81094
2497 49.2967 14.16 266 1.62999
2498 49.2961 14.1582 266 1.61898
2499 49.2954 14.1628 266 1.86574
2500 49.2962 14.1569 266 1.56488
2501 49.3102 14.1386 266 0.681082
2502 49.3097 14.1387 266 0.659228
2503 49.3108 14.1374 266 0.77528
2504 50.7691 14.5378 158 1.75987
2505 50.7685 14.5383 158 1.69325
2506 50.7685 14.5374 158 1.74016
2507 50.7698 14.5391 158 1.76134
2508 50.7005 15.0954 151 3.89775
2509 50.7005 15.0962 151 3.90457
2510 50.4098 14.936 394 2.33649
2511 49.3964 15.5614 0 2.08884
2512 49.3934 15.5609 0 2.14601
2513 50.2115 15.8472 71 1.06167
2514 50.2113 15.8475 71 1.07322
2515 50.2171 15.8228 71 1.13224
2516 50.2174 15.8231 71 1.14319
2517 50.2175 15.8226 71 1.17324
2518 50.2161 15.8237 71 1.00458
2519 50.2162 15.8236 71 1.01203
2520 50.2112 15.8474 71 1.06442
2521 50.0751 14.2879 416 2.21238
2522 50.0768 14.2885 416 2.1985
2523 49.4488 15.6171 0 6.17286
2524 50.6026 15.151 522 1.75225
2525 50.5906 15.1433 522 1.02029
2526 50.5934 15.1411 522 1.2933
2527 49.1752 16.641 470 2.87013
2528 49.1752 16.6394 470 2.78088
2529 49.1746 16.6399 470 2.8565
2530 49.1744 16.6411 470 2.93972
2531 49.2198 17.6414 214 1.99543
2532 49.22 17.6413 214 1.99541
2533 49.2036 17.5528 18 1.39248
2534 49.7989 18.2329 461 5.33591
2535 49.7982 18.2323 461 5.42171
2536 49.7961 18.2331 461 5.5641
2537 49.7964 18.2336 461 5.51677
2538 49.808 18.2755 461 3.02695
2539 49.8074 18.2744 461 3.10903
2540 49.8048 18.2752 461 3.38853
2541 49.805 18.2746 461 3.36538
2542 49.8072 18.2756 461 3.11266
2543 49.7992 18.2504 461 4.56756
2544 49.801 18.2468 461 4.53897
2545 49.8024 18.2565 461 4.05422
2546 49.8017 18.2566 461 4.11358
2547 49.8017 18.2567 461 4.11608
2548 49.8016 18.2584 461 4.07778
2549 49.8025 18.2586 461 3.97511
2550 49.8025 18.2566 461 4.03943
2551 49.8015 18.2588 461 4.07532
2552 49.8024 18.2587 461 3.97952
2553 49.7982 18.2481 461 4.75102
2554 49.7988 18.2478 461 4.70383
2555 49.7983 18.2462 461 4.81491
2556 49.7976 18.2484 461 4.79912
2557 49.7991 18.2503 461 4.58283
2558 49.8003 18.2721 461 3.9117
2559 49.7977 18.271 460 4.19027
2560 49.7944 18.2495 461 5.07089
2561 49.7976 18.2481 461 4.81411
2562 50.0442 16.7392 96 0.501185
2563 50.0444 16.739 96 0.527213
2564 50.0442 16.7388 96 0.516271
2565 49.8057 18.2025 462 5.85345
2566 49.8055 18.2019 462 5.80919
2567 49.5843 17.8026 307 6.33469
2568 50.2714 14.236 372 1.1735
2569 50.271 14.2353 372 1.21268
2570 50.2706 14.2358 372 1.25875
2571 50.271 14.2364 372 1.21771
2572 50.2834 14.2615 372 1.81159
2573 50.2842 14.2601 372 1.71915
2574 50.2255 14.72 409 5.46046
2575 50.2255 14.7191 409 5.42016
2576 50.2262 14.718 409 5.41951
2577 50.2253 14.7215 409 5.52203
2578 50.2258 14.7206 409 5.52105
2579 50.2259 14.7225 409 5.62202
2580 50.0366 14.4572 513 6.20744
2581 50.106 14.0663 373 5.23
2582 50.1049 14.074 373 4.68613
2583 49.2166 16.5825 470 3.42549
2584 49.8703 14.7081 364 2.3421
2585 49.8704 14.7085 364 2.36286
2586 49.8913 14.2978 413 3.82537
2587 49.8912 14.2939 413 3.63399
2588 49.8902 14.2923 413 3.47321
2589 50.0473 14.2724 411 3.29953
2590 49.4049 15.5695 0 1.79387
2591 49.3915 15.5613 0 2.16332
2592 49.3942 15.5617 0 2.08018
2593 49.6437 12.5258 355 11.3671
2594 49.6437 12.5265 355 11.319
2595 49.6788 12.6001 355 5.50746
2596 49.6786 12.6003 355 5.49131
2597 49.7394 13.5049 330 5.14187
2598 49.2048 14.2109 267 0.645048
2599 49.2054 14.2104 267 0.717797
2600 49.204 14.2094 267 0.645941
2601 49.3279 14.1085 266 3.54132
2602 49.3292 14.1078 266 3.6629
2603 49.3292 14.104 266 3.88952
2604 49.3282 14.1057 266 3.72543
2605 49.3384 14.0751 266 6.20145
2606 50.7342 15.1882 155 1.64747
2607 49.9914 14.1601 371 6.90551
2608 49.9914 14.1596 371 6.87715
2609 49.9928 14.159 411 6.88743
2610 49.9931 14.1574 371 6.82203
2611 49.992 14.1563 371 6.69385
2612 49.0484 16.5437 471 5.47665
2613 49.0521 16.5443 471 5.53816
2614 49.0486 16.5436 471 5.49161
2615 50.7354 15.3079 154 0.403399
2616 50.7354 15.3082 154 0.423553
2617 50.7354 15.3083 154 0.421876
2618 50.7356 15.3081 154 0.401967
2619 49.6828 18.3545 435 0.545479
2620 49.683 18.3548 435 0.550069
2621 49.683 18.3543 435 0.519698
2622 50.3615 14.4687 390 1.12984
2623 50.3613 14.4692 390 1.10323
2624 49.6678 18.3484 435 1.98557
2625 50.0003 14.6646 403 1.18974
2626 50.0008 14.6647 403 1.23167
2627 49.4412 15.6054 0 5.13876
2628 49.4412 15.6047 0 5.12829
2629 49.4361 15.6011 0 4.51852
2630 49.4378 15.6022 0 4.71735
2631 49.4348 15.5993 0 4.35968
2632 49.4526 15.6114 0 6.46482
2633 50.5444 15.0401 393 5.18237
2634 50.5454 15.041 393 5.28244
2635 49.6721 18.3337 435 1.8318
2636 49.6714 18.3352 435 1.84529
2637 49.6717 18.3376 435 1.73432
2638 49.6723 18.3335 435 1.82219
2639 50.6836 14.5429 156 0.517436
2640 50.6834 14.544 156 0.589854
2641 50.11 14.5305 513 8.1819
2642 50.1094 14.5313 513 8.21996
2643 50.11 14.5321 513 8.29011
2644 50.1103 14.5314 513 8.25597
2645 50.1156 14.5227 513 7.88462
2646 50.1147 14.5249 513 7.99306
2647 49.4051 15.5699 0 1.7871
2648 49.401 15.5646 0 1.93794
2649 49.4017 15.5631 0 2.06688
2650 49.4018 15.5636 0 2.03777
2651 50.1589 15.4478 72 1.02235
2652 50.159 15.4474 72 1.05402
2653 50.244 12.8969 231 2.42048
2654 50.2452 12.9007 231 2.72275
2655 49.9669 15.312 388 3.73669
2656 49.9667 15.3129 388 3.78437
2657 49.968 15.3128 388 3.85078
2658 49.9681 15.3137 388 3.91137
2659 49.9683 15.3132 388 3.89367
2660 49.9684 15.313 388 3.88984
2661 49.968 15.3132 388 3.8802
2662 49.9682 15.313 388 3.88134
2663 49.9692 15.3109 388 3.81732
2664 49.9676 15.3103 388 3.68047
2665 49.9674 15.3109 388 3.70054
2666 49.9673 15.311 388 3.70354
2667 49.9675 15.311 388 3.7173
2668 49.9677 15.3108 388 3.71541
2669 50.0462 15.0303 383 4.85811
2670 50.046 15.03 383 4.87727
2671 50.0459 15.0298 383 4.88934
2672 49.5026 16.335 84 5.77946
2673 49.5029 16.335 84 5.76354
2674 50.0296 14.2859 411 3.93364
2675 50.0307 14.2849 411 3.84485
2676 49.7539 14.9735 362 5.50603
2677 50.7667 14.5398 158 1.47878
2678 50.7671 14.5395 158 1.51762
2679 50.767 14.5393 158 1.5236
2680 50.7665 14.5398 158 1.46604
2681 49.3681 15.9754 80 3.00658
2682 49.6698 18.3375 435 1.92491
2683 49.6717 18.3379 435 1.72683
2684 48.5463 14.3117 249 7.68597
2685 49.4897 15.5124 0 11.8408
2686 49.1733 16.5581 470 4.40828
2687 49.1957 16.5684 470 3.14702
2688 49.152 16.6304 481 2.84837
2689 49.1356 16.6372 481 1.86771
2690 50.7432 15.0538 149 3.02471
2691 50.7419 15.0525 149 3.18479
2692 50.7414 15.0531 149 3.23305
2693 50.7305 15.0545 149 4.43335
2694 50.7316 15.0542 149 4.30442
2695 50.733 15.0494 149 4.19532
2696 49.6883 13.4347 330 2.98885
2697 49.6969 13.43 330 3.13553
2698 49.6957 13.4286 330 3.24125
2699 49.6993 13.4328 330 2.93872
2700 49.7065 13.4364 330 2.84011
2701 49.708 13.4246 330 3.69596
2702 49.7093 13.4239 330 3.78769
2703 49.7099 13.4224 330 3.91229
2704 49.7031 13.4358 330 2.77442
2705 49.6861 13.3714 335 6.72074
2706 49.6859 13.3675 335 6.4709
2707 49.689 13.3672 3 6.57122
2708 49.685 13.3621 335 6.09237
2709 49.6825 13.365 335 6.12758
2710 49.6855 13.3668 335 6.40708
2711 50.6897 13.9524 164 1.45208
2712 50.685 13.9574 164 2.07916
2713 50.6848 13.9568 164 2.07124
2714 50.6848 13.9571 164 2.08922
2715 50.247 14.375 406 2.95532
2716 50.2476 14.3764 406 2.91052
2717 50.1769 14.4518 408 2.85769
2718 50.1088 14.4373 513 2.6341
2719 49.1514 15.0117 263 0.99352
2720 49.7882 13.7218 347 0.929942
2721 49.7886 13.7205 347 1.0196
2722 49.7872 13.7199 347 1.08155
2723 49.789 13.7213 347 0.957118
2724 49.7871 13.7202 347 1.06134
2725 49.7871 13.7217 347 0.95714
2726 49.7882 13.7221 347 0.905668
2727 49.7869 13.7219 347 0.947591
2728 49.8559 13.8747 369 2.9709
2729 49.1904 16.8792 507 1.25894
2730 49.189 16.8775 507 1.43669
2731 49.1885 16.8804 507 1.45556
2732 49.1898 16.8805 507 1.30813
2733 49.1888 16.8771 507 1.46618
2734 49.1883 16.8804 507 1.47692
2735 50.0995 14.4374 513 1.76318
2736 50.0999 14.4378 513 1.81638
2737 50.0336 15.7502 64 2.13995
2738 50.0334 15.7501 64 2.15297
2739 50.0333 15.7503 64 2.138
2740 50.0335 15.7505 64 2.11797
2741 50.0342 15.7503 64 2.11505
2742 50.0346 15.7502 64 2.11237
2743 50.0336 15.7974 64 1.42205
2744 49.6834 18.3668 435 1.35154
2745 49.671 18.332 435 2.00752
2746 49.6703 18.3359 435 1.92625
2747 49.6026 13.8771 419 0.950774
2748 49.6029 13.8773 419 0.961275
2749 49.6776 18.3449 435 0.930888
2750 49.6775 18.344 435 0.956923
2751 49.1678 16.6892 472 2.76886
2752 49.1668 16.69 472 2.72244
2753 49.1658 16.6879 472 2.8845
2754 49.1661 16.6914 472 2.62406
2755 49.1669 16.6903 472 2.69787
2756 49.1657 16.6879 472 2.88413
2757 49.7327 13.5031 330 4.42027
2758 49.7347 13.5077 330 4.77661
2759 49.7356 13.5074 330 4.85126
2760 49.7313 13.5003 330 4.18216
2761 50.0269 12.3251 225 6.67017
2762 50.0257 12.3255 225 6.76942
2763 49.683 18.3552 435 0.576276
2764 49.6833 18.3553 435 0.563147
2765 49.6845 18.3665 435 1.31105
2766 49.6749 18.3293 435 1.8155
2767 49.6767 18.3298 435 1.66504
2768 49.6769 18.3302 435 1.62877
2769 49.6771 18.3259 435 1.87547
2770 49.6764 18.3258 435 1.92131
2771 49.6763 18.3269 435 1.86254
2772 49.6747 18.327 435 1.95975
2773 49.6747 18.3263 435 1.99614
2774 49.6742 18.3264 435 2.02229
2775 49.6745 18.3267 435 1.99031
2776 50.0528 14.4796 513 5.6763
2777 49.3126 17.405 197 1.7985
2778 49.3205 17.3209 306 3.76358
2779 49.3225 17.3165 306 3.44699
2780 49.3209 17.3131 306 3.55815
2781 49.3204 17.3154 306 3.65028
2782 49.3204 17.3208 306 3.77329
2783 49.3218 17.3142 306 3.47757
2784 49.3096 17.3703 197 2.05877
2785 49.3122 17.3811 197 1.7573
2786 49.2167 17.5398 18 0.934991
2787 49.2146 17.5431 18 0.85402
2788 48.8684 17.24 28 4.35808
2789 48.8766 17.2438 28 4.44743
2790 50.0714 14.5342 513 8.25527
2791 50.0724 14.538 513 8.49988
2792 50.0745 14.5376 513 8.42568
2793 50.0734 14.5375 513 8.43952
2794 50.1393 14.4941 408 7.12745
2795 50.099 14.5958 405 10.0083
2796 50.0989 14.5903 405 10.3802
2797 50.1002 14.592 405 10.3029
2798 50.0983 14.593 405 10.1784
2799 49.3051 14.7233 285 5.09142
2800 49.3046 14.723 285 5.03214
2801 49.3041 14.7226 285 4.97404
2802 50.4174 16.1689 121 0.475103
2803 50.4172 16.169 121 0.478654
2804 50.5876 15.1455 522 0.7918
2805 50.588 15.1452 522 0.822158
2806 48.8682 17.1165 521 1.413
2807 48.8679 17.1158 521 1.40274
2808 48.8681 17.1165 521 1.39406
2809 48.8696 17.1208 521 1.48109
2810 48.8692 17.1171 521 1.50189
2811 48.8692 17.1165 521 1.51085
2812 48.8696 17.1165 521 1.55488
2813 48.8694 17.1165 521 1.533
2814 48.8691 17.1161 521 1.50688
2815 48.8675 17.1117 521 1.50823
2816 48.8689 17.1165 521 1.48562
2817 49.0827 17.3336 29 7.7307
2818 49.0827 17.3327 29 7.79438
2819 49.0834 17.333 29 7.78453
2820 49.0832 17.3327 29 7.80204
2821 49.0821 17.3327 29 7.78982
2822 49.0831 17.3333 29 7.75684
2823 49.0821 17.3336 29 7.72367
2824 50.6153 15.1118 522 4.44346
2825 50.6896 15.1466 155 4.21028
2826 50.6907 15.1467 155 4.09338
2827 50.095 14.3972 513 1.91054
2828 50.0951 14.3976 513 1.88713
2829 50.0066 15.7687 64 3.63077
2830 50.0087 15.7706 64 3.37347
2831 50.0091 15.769 64 3.36275
2832 50.0073 15.7674 64 3.57475
2833 50.0089 15.7712 64 3.3449
2834 50.0105 15.7687 64 3.209
2835 49.6898 18.3048 435 3.16445
2836 49.6912 18.3048 435 3.19559
2837 49.6915 18.3025 435 3.36388
2838 49.6924 18.3048 435 3.22257
2839 49.692 18.3056 435 3.15486
2840 49.6921 18.3064 435 3.10535
2841 49.6915 18.2996 435 3.56872
2842 49.6908 18.3016 435 3.41032
2843 49.6905 18.3036 435 3.26065
2844 49.6921 18.3016 435 3.43822
2845 49.6919 18.2999 435 3.5513
2846 49.6917 18.2991 435 3.60545
2847 50.6167 13.9113 165 6.67992
2848 50.617 13.9098 165 6.56962
2849 50.6137 13.9242 165 7.64504
2850 50.6173 13.9107 165 6.61811
2851 50.613 13.9263 165 7.8138
2852 50.6179 13.9055 165 6.25071
2853 50.613 13.9612 163 7.55748
2854 50.6147 13.9587 163 7.56149
2855 50.6137 13.96 163 7.56359
2856 50.6172 13.9713 163 6.72691
2857 49.9535 15.7836 60 0.840884
2858 49.9524 15.7865 60 0.609433
2859 49.9469 15.8103 60 1.20608
2860 49.06 16.67 471 4.56547
2861 49.0597 16.6706 471 4.57967
2862 49.0598 16.6706 471 4.59028
2863 49.0601 16.67 471 4.56881
2864 49.0617 16.6671 471 4.49844
2865 49.0594 16.67 471 4.5239
2866 49.0603 16.6711 471 4.65208
2867 50.622 15.5074 146 1.4301
2868 50.6219 15.5079 146 1.42366
2869 49.7874 14.6774 367 0.915287
2870 49.3014 15.0675 110 0.608663
2871 49.3007 15.0665 110 0.706896
2872 49.441 15.205 50 1.73836
2873 49.4405 15.2045 50 1.72711
2874 50.0919 14.4982 513 5.51248
2875 50.5948 15.1426 522 1.30385
2876 50.5944 15.1393 522 1.46557
2877 50.593 15.1397 522 1.35905
2878 50.4786 13.4241 180 2.04198
2879 50.4796 13.4255 180 2.17803
2880 50.4787 13.4232 180 2.04722
2881 50.4794 13.4236 180 2.1226
2882 50.4788 13.4232 180 2.05523
2883 49.5728 18.3559 434 2.26918
2884 49.5716 18.3562 434 2.40147
2885 49.5705 18.3587 434 2.51489
2886 49.5704 18.3576 434 2.52248
2887 49.5694 18.3575 434 2.63994
2888 49.5718 18.3571 434 2.37584
2889 49.5718 18.3571 434 2.37414
2890 49.5724 18.3575 434 2.30766
2891 49.5728 18.356 434 2.26449
2892 49.5722 18.3586 434 2.32461
2893 49.5715 18.3593 434 2.39921
2894 49.5718 18.3599 434 2.36439
2895 49.5971 18.3491 434 0.878186
2896 49.5952 18.3501 434 0.724627
2897 49.5952 18.3502 434 0.71881
2898 49.5975 18.3509 434 0.800354
2899 49.6006 18.3498 434 1.09605
2900 49.5979 18.3491 434 0.934285
2901 49.6006 18.3499 434 1.09619
2902 49.5975 18.3493 434 0.893408
2903 49.5976 18.3494 434 0.887183
2904 49.5981 18.3507 434 0.854276
2905 49.8905 14.2996 413 3.85542
2906 50.5957 15.1245 522 2.45845
2907 50.5953 15.1263 522 2.3244
2908 50.596 15.1257 522 2.39283
2909 50.5962 15.1211 522 2.70172
2910 50.5947 15.1379 522 1.56787
2911 50.5844 15.1515 522 0.488575
2912 50.5825 15.1525 522 0.616357
2913 50.5826 15.1525 522 0.60522
2914 50.5844 15.1523 522 0.452973
2915 50.6281 13.857 165 2.68711
2916 49.2201 16.6266 470 3.29531
2917 49.2184 16.6284 470 3.16448
2918 50.2143 15.8445 71 1.00701
2919 50.2136 15.8434 71 0.901938
2920 50.2138 15.8431 71 0.897547
