Station_ID Latitude Longitude Closer_Vertex_ID Further_Vertex_ID Segment_ID NumTotalSegments Capacity
183 49.428 15.744 3838 2355 4 5 4
184 50.5001 14.0881 5735 3691 1 2 4
185 49.5353 15.3337 7738 4067 0 1 4
186 50.2977 13.9043 7105 7100 0 1 4
187 48.8576 17.4484 3670 5428 4 15 4
188 49.251 16.5868 1557 1556 0 1 4
189 49.4822 13.585 7095 6380 0 1 4
190 49.912 15.4073 4992 1650 0 1 4
191 49.3668 14.7239 7362 6277 0 1 4
192 48.7838 16.9268 7510 242 0 1 4
193 49.189 17.526 4564 4563 0 1 4
194 49.7265 18.018 3902 3901 0 1 4
195 49.7943 14.6796 7725 7721 0 1 4
196 49.7617 16.452 3163 968 2 4 4
197 49.0893 18.1041 6389 4941 13 25 4
198 50.2192 17.3607 4519 5650 1 18 4
199 49.8181 18.1606 5872 3954 0 1 4
200 49.3083 16.1142 7289 841 0 1 4
201 49.3145 17.4106 5027 4460 0 1 4
202 50.1052 12.3657 543 541 0 1 4
203 50.1674 12.6713 5062 5061 0 1 4
204 50.0387 15.5567 2770 2768 0 1 4
205 50.1155 16.9349 753 1540 18 39 4
206 49.5123 17.5029 6977 5029 0 1 4
207 50.6207 15.5961 4864 2085 0 1 4
208 50.8195 14.9346 6022 6021 0 1 4
209 49.995 17.4738 5952 994 0 1 4
210 50.1233 15.2803 7505 7504 0 1 4
211 50.4716 13.4134 3125 3120 0 1 4
212 49.3205 17.3142 2611 2606 0 1 4
213 49.7759 18.272 3859 2042 0 1 4
214 50.2003 17.7457 3866 7758 12 27 4
215 50.1542 16.2798 6994 6993 0 1 4
216 49.7357 16.9604 7347 157 0 1 4
217 50.0857 12.249 5878 848 0 1 4
218 50.221 12.3095 7613 1904 1 2 4
219 50.6133 13.9797 2679 2675 1 2 4
220 49.5072 16.3224 3549 7784 1 17 4
221 49.9092 14.7108 1297 1294 0 1 4
222 49.7352 14.6595 7157 3632 0 1 4
223 49.1172 18.0997 4941 6389 9 25 4
224 50.6608 13.868 7479 5299 0 1 4
225 49.16 14.1876 3544 940 0 1 4
226 49.4535 18.1205 2225 929 3 6 4
227 50.0825 17.7291 7729 6738 0 1 4
228 50.2338 14.0528 1376 1375 0 1 4
229 49.1904 16.88 7859 2557 0 1 4
230 49.1471 14.1975 3540 3539 0 1 4
231 50.7261 13.7659 4468 4467 0 1 4
232 49.277 13.1501 1980 7074 17 41 4
233 50.1497 14.492 5888 1392 0 1 4
234 50.145 16.0177 6190 4528 4 7 4
235 49.319 16.0178 1318 3618 2 7 4
236 50.763 15.3964 450 449 0 1 4
237 48.9895 14.4737 5261 5260 0 1 4
238 50.6347 15.1113 7476 4281 0 1 4
239 49.9094 14.7112 1298 1297 0 1 4
240 50.5255 15.2441 7079 7077 0 1 4
241 50.6874 13.965 884 6150 0 2 4
242 49.7896 18.4126 5621 4154 0 1 4
243 50.4655 13.4053 6275 1560 0 1 4
244 50.1401 14.4945 4822 1387 0 1 4
245 49.76 13.3793 4935 468 0 1 4
246 48.97 16.5177 4754 4097 0 1 4
247 49.4236 15.59 1747 1744 0 1 4
248 49.0054 14.4089 3603 331 13 15 4
249 50.221 12.3095 7613 1904 1 2 4
250 50.1223 14.7041 6396 5974 0 1 4
251 50.6588 13.7235 6537 3809 0 1 4
252 50.0435 14.2708 3152 3151 0 1 4
253 49.1992 17.5379 4183 2931 0 1 4
254 49.3993 15.8818 1088 1087 0 1 4
255 50.4873 13.4501 1574 1573 0 1 4
256 49.4066 12.8385 1789 7244 6 16 4
257 49.9293 15.8222 5273 4992 11 22 4
258 50.4229 15.3545 4681 3026 0 1 4
259 49.9843 16.1155 7599 7591 0 1 4
260 49.5333 17.1764 7612 744 0 1 4
261 49.7417 18.2793 3041 3040 0 1 4
262 49.3669 14.7207 6279 5328 0 1 4
263 49.2329 18.0037 1001 7496 2 17 4
264 50.4306 14.9245 7230 6438 0 1 4
265 49.7034 12.6059 1078 6120 0 7 4
266 49.4271 15.0209 7577 7575 0 1 4
267 49.9914 14.1602 4954 2438 0 1 4
268 50.3487 15.9236 5931 955 0 1 4
269 50.0639 15.8499 6837 6836 0 1 4
270 49.4571 12.8682 1789 1788 0 1 4
271 50.1563 12.2722 7246 7215 0 1 4
272 49.8419 13.8151 1400 1399 0 1 4
273 49.9445 14.7077 1302 3312 0 4 4
274 50.8749 14.5837 4268 4267 0 1 4
275 49.8411 13.8171 6476 1398 0 1 4
276 49.1988 17.5259 4561 2929 0 1 4
277 49.8527 18.5295 6573 6572 0 1 4
278 49.656 18.2517 6363 6362 0 1 4
279 49.3211 17.2031 2203 2202 0 1 4
280 49.173 14.6768 370 368 0 1 4
281 50.1241 16.2718 5619 4527 4 5 4
282 50.067 15.9174 7458 7456 0 1 4
283 48.9523 16.7327 1990 1988 0 1 4
284 48.8041 14.4556 7727 4214 20 24 4
285 49.3046 14.7212 7359 7358 0 1 4
286 49.8036 13.3881 5421 5002 0 1 4
287 49.429 14.6578 1443 1442 0 1 4
288 49.0557 13.7881 6388 2251 0 1 4
289 49.0324 15.8281 5196 4345 0 1 4
290 49.9717 16.0165 7655 7652 0 1 4
291 49.9353 14.0197 1686 1685 0 1 4
292 49.3265 18.0019 3509 2069 0 1 4
293 50.2017 12.7425 5859 4219 0 1 4
294 50.2048 15.0367 4427 4424 0 1 4
295 50.1378 14.8431 1695 1694 0 1 4
296 48.8431 16.0185 5636 6501 0 5 4
297 50.1352 15.5155 7838 2833 0 1 4
298 49.9121 14.7077 3312 410 0 1 4
299 49.7276 18.0136 4813 3903 0 1 4
300 49.0168 14.7859 4054 332 0 1 4
301 49.0636 17.4672 2244 3404 0 4 4
302 49.9669 15.3129 2486 2485 0 1 4
303 49.5564 17.7158 4736 857 0 1 4
304 50.4255 14.9431 6703 2030 0 1 4
305 50.4322 15.3876 6675 3027 0 1 4
306 50.233 12.847 4163 1891 0 1 4
307 50.7745 14.5366 3580 6062 0 27 4
308 50.0333 15.1704 4607 4209 0 1 4
309 49.0498 17.4672 3404 3384 0 1 4
310 49.7322 18.2831 3071 3069 0 1 4
311 49.9008 13.962 1843 1842 0 1 4
312 50.2194 12.8103 556 533 0 1 4
313 48.8521 15.7464 5032 5033 0 2 4
314 50.3843 13.5565 3794 3792 0 1 4
315 49.8009 19.9011 1904 7213 78 164 4
316 50.128 16.143 4529 4527 0 1 4
317 50.0881 12.4463 1434 554 0 1 4
318 50.0007 14.662 6599 259 0 1 4
319 49.8185 14.2211 1529 1528 0 1 4
320 50.4279 14.9391 2325 2324 0 1 4
321 49.3117 17.3753 7690 7688 0 1 4
322 49.911 17.9164 7620 4803 2 5 4
323 48.9521 17.3804 7704 6145 0 1 4
324 50.5214 13.7423 1159 1158 0 1 4
325 49.6564 18.2474 6364 6363 0 1 4
326 50.1378 14.8436 6681 1694 0 1 4
327 49.4236 15.689 3837 3834 0 1 4
328 49.7282 18.0146 3907 3905 0 1 4
329 49.3546 14.0521 2286 4257 0 2 4
330 49.964 16.9861 4228 4227 0 1 4
331 49.2726 16.1837 7745 1592 3 4 4
332 49.4412 18.2346 7581 7580 0 1 4
333 49.7298 18.2811 3074 3072 0 1 4
334 49.869 14.2697 2320 2122 0 1 4
335 49.2556 13.9148 6522 6381 0 1 4
336 50.1397 15.7919 3927 3926 0 1 4
337 49.6437 12.5265 2425 2424 0 1 4
338 49.1786 14.9931 953 5681 2 6 4
339 49.1822 15.0418 293 953 2 47 4
340 48.874 17.24 2616 2283 0 1 4
341 49.6427 18.163 7045 3048 0 1 4
342 50.3003 16.9236 4520 6942 13 34 4
343 48.7135 16.7895 5918 240 5 6 4
344 49.5665 17.4962 7275 7274 0 1 4
345 49.776 18.2701 2044 2043 0 1 4
346 49.4007 15.5649 7670 3827 0 1 4
347 49.9136 17.8936 4612 4115 0 1 4
348 49.1975 13.1198 7074 1980 29 41 4
349 48.704 14.456 4214 7727 8 24 4
350 49.8105 18.2031 3714 2971 0 1 4
351 49.1661 16.6879 2584 2582 0 1 4
352 49.5333 17.176 745 744 0 1 4
353 49.7794 18.4339 5542 985 0 1 4
354 49.558 17.7483 7040 7039 0 1 4
355 50.6714 16.0477 5995 1898 14 17 4
356 49.8419 13.8151 1400 1399 0 1 4
357 50.1194 15.3112 1635 7508 2 8 4
358 49.4993 16.6284 3622 3550 3 5 4
359 50.1378 14.8431 1695 1694 0 1 4
360 49.4525 17.4538 3275 1002 0 1 4
361 48.8329 16.8699 2318 2317 0 1 4
362 50.8644 14.8498 6198 6195 0 1 4
363 50.0388 15.5568 2771 2769 0 1 4
364 49.7896 18.4141 4737 4154 0 1 4
365 49.4266 15.0196 7578 7577 0 1 4
366 49.4254 14.5238 1826 1821 0 1 4
367 50.1385 14.2429 5812 1702 0 1 4
368 49.4848 13.286 7860 4129 0 1 4
369 49.5941 15.6134 314 4764 1 17 4
370 50.4337 16.2025 3644 3643 0 1 4
371 49.8711 14.707 6459 6458 0 1 4
372 49.3697 13.5147 941 7096 6 39 4
373 50.0434 15.8032 3871 3870 0 1 4
374 49.6398 17.8693 3896 3895 0 1 4
375 49.8876 18.0655 4487 4486 0 1 4
376 50.128 16.1429 4528 4527 0 1 4
377 49.4266 15.0196 7578 7577 0 1 4
378 49.7238 17.2945 5624 197 0 1 4
379 49.6861 13.373 5806 2535 0 1 4
380 49.1875 17.5237 7763 4562 0 1 4
381 49.5026 16.335 2503 2502 0 1 4
382 49.634 15.7029 3185 3184 0 1 4
383 49.4236 15.689 3837 3836 0 1 4
384 49.7763 17.3912 7154 5448 0 1 4
385 49.4822 13.585 7095 6380 0 1 4
386 48.7135 16.7895 5918 240 5 6 4
387 49.9125 15.4066 1650 1649 0 1 4
388 49.9353 14.0197 1686 1685 0 1 4
389 49.5453 18.2111 3487 3486 0 1 4
390 48.799 16.6322 238 237 0 1 4
391 49.7265 18.018 3902 3901 0 1 4
392 49.5453 18.2103 3489 3486 0 1 4
393 50.0262 14.2953 6490 1240 0 1 4
394 49.4126 14.0372 7030 4256 0 1 4
395 48.8954 16.6657 2908 2304 8 15 4
396 50.7354 15.3081 2449 2448 0 1 4
397 50.3246 13.5319 4230 931 0 1 4
398 49.1102 14.567 6971 1995 0 1 4
399 49.7909 13.3273 3146 3145 0 1 4
400 49.745 16.9624 6911 4402 42 54 4
401 49.8557 18.5376 4008 4007 0 1 4
402 50.2467 17.4025 4519 5650 6 18 4
403 49.5736 17.8734 3088 3087 0 1 4
404 48.8743 17.2411 2283 2282 0 1 4
405 49.7872 13.6202 2551 7648 0 8 4
406 50.5883 13.6016 4849 2071 0 1 4
407 49.2333 16.5964 1447 405 0 1 4
408 50.271 14.2364 2403 2401 0 1 4
409 50.2048 15.0355 5766 4426 0 1 4
410 50.2003 17.7457 3866 7758 12 27 4
411 50.1542 16.2798 6994 6993 0 1 4
412 49.3325 17.4762 6307 4277 0 1 4
413 49.0827 17.433 1014 1005 0 1 4
414 49.0557 13.7881 6388 2251 0 1 4
415 50.3635 13.6818 6934 6797 0 1 4
416 49.4266 15.0196 7578 7577 0 1 4
417 49.0138 14.4521 5445 2205 0 1 4
418 49.2171 16.4117 702 269 0 1 4
419 50.3414 14.4912 6382 5985 0 1 4
420 50.034 15.168 5431 4394 0 1 4
421 49.5302 17.5669 5841 5838 0 1 4
422 49.9637 16.7265 5731 1169 7 15 4
423 49.5383 15.3332 7736 4068 0 1 4
424 50.4531 15.2382 3025 3024 0 1 4
425 48.874 17.24 2616 2283 0 1 4
426 50.2356 12.8384 1900 1899 0 1 4
427 49.4516 15.6128 4470 4466 0 1 4
428 49.1752 16.6404 4095 3461 0 1 4
429 50.3105 14.3146 7340 7339 0 1 4
430 50.4361 14.4468 7726 5779 14 23 4
431 50.2204 12.7988 2139 2137 0 1 4
432 49.8494 15.8105 7824 3656 0 1 4
433 48.8694 17.1117 2641 2285 0 1 4
434 50.3651 13.7032 5894 5548 0 1 4
435 50.6896 15.1457 3630 2651 0 1 4
436 49.9897 14.3986 5143 376 0 1 4
437 50.6285 14.5355 7519 7518 0 1 4
438 50.1197 14.9441 1639 1638 0 1 4
439 49.2996 14.1619 4299 4296 0 1 4
440 50.4429 14.9275 4580 1503 5 7 4
441 49.7031 13.4318 4639 2534 0 1 4
442 49.2755 13.9154 7419 7418 0 1 4
443 49.9717 16.0165 7655 7652 0 1 4
444 49.7524 18.2775 4047 3833 0 1 4
445 50.3378 13.8265 2802 2799 0 1 4
446 50.7356 15.3081 3606 2449 0 1 4
447 49.4381 13.2841 2994 4129 3 8 4
448 50.1213 15.3755 7506 110 7 8 4
449 50.2834 14.2601 2405 2404 0 1 4
450 50.2263 14.7178 7109 6697 0 1 4
451 49.7511 14.9764 3649 1252 0 1 4
452 49.9857 14.3987 5071 4278 0 1 4
453 50.1551 14.4805 5886 4858 0 1 4
454 50.1364 13.3173 6727 6726 0 1 4
455 49.4571 12.8682 1789 1788 0 1 4
456 49.968 15.313 2492 2491 0 1 4
457 49.3855 14.7174 53 4156 0 7 4
458 48.9048 15.1167 6186 334 16 28 4
459 49.5075 16.522 3550 3549 0 1 4
460 49.5348 14.6653 4693 4063 0 1 4
461 50.1128 16.2738 7028 3249 0 1 4
462 49.6385 18.7077 7280 6016 0 1 4
463 49.5348 14.6639 5442 4063 0 1 4
464 48.8254 17.4624 3670 5428 0 15 4
465 49.7469 12.7745 1062 42 0 1 4
466 50.309 15.8717 7568 7757 0 3 4
467 49.9715 16.0169 7652 7651 0 1 4
468 50.4992 13.6877 1156 1155 0 1 4
469 50.1347 13.2357 6160 6157 0 1 4
470 50.4095 14.9426 6677 6676 0 1 4
471 49.5343 17.5916 998 997 0 1 4
472 50.0111 15.1912 6709 5382 0 1 4
473 49.1499 17.0825 5990 5989 0 1 4
474 49.8983 18.0321 6962 6139 0 1 4
475 50.3828 13.145 7606 7602 0 1 4
476 49.7481 12.779 6125 6009 0 1 4
477 49.5597 13.0611 4423 4422 0 1 4
478 49.8683 14.2687 2121 2119 0 1 4
479 50.3861 13.1769 6098 5828 0 1 4
480 50.1215 14.7047 6698 6652 0 1 4
481 50.6836 14.5423 7661 3102 0 1 4
482 49.0094 17.4908 1009 3484 3 8 4
483 49.5537 15.9655 6177 6176 0 1 4
484 50.1689 14.6743 3830 789 0 1 4
485 50.7354 15.3082 2447 2446 0 1 4
486 49.1484 14.1966 3543 3541 0 1 4
487 49.7608 16.6808 1672 1671 0 1 4
488 49.477 17.9702 6945 6944 0 1 4
489 50.032 14.2836 3156 3153 0 1 4
490 50.815 14.9641 6541 3111 0 1 4
491 49.2805 17.0213 7666 3608 0 1 4
492 50.1939 12.2159 572 569 0 1 4
493 49.8961 14.7138 4293 690 0 1 4
494 50.2489 14.7574 2005 2003 0 1 4
495 50.1941 12.2157 3144 571 0 1 4
496 49.9715 16.0166 7654 7653 0 1 4
497 48.799 16.633 239 237 0 1 4
498 49.9409 16.1651 6688 6007 0 1 4
499 49.5475 14.6653 4693 2135 0 1 4
